YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
1955,17,1500,Ring-necked duck,30024,25993.86
1955,17,1519,Generic goldeneye,30971.62,26100.94
1955,17,1530,Bufflehead,25684,31466.6
1955,17,1670,Ruddy duck,2162.57,13301.19
1955,17,1720,Canada goose,84783.63,84783.63
1955,17,2210,American coot,1030.19,14791.87
1955,18,1320,Mallard,88479.91,46953.17
1955,18,1350,Gadwall,0,2282.25
1955,18,1370,American wigeon,72891.76,61365.72
1955,18,1390,Green-winged teal,90358.69,55826.1
1955,18,1400,Blue-winged teal,0,8129.68
1955,18,1420,Northern shoveler,9644.16,10548.67
1955,18,1430,Northern pintail,28276.7,18143.55
1955,18,1460,Redhead,0,1583.22
1955,18,1470,Canvasback,0,18032.13
1955,18,1499,Generic scaup,306300.88,173930.45
1955,18,1500,Ring-necked duck,56687.95,23935.72
1955,18,1519,Generic goldeneye,5258.66,6438.06
1955,18,1530,Bufflehead,8936.11,26989.2
1955,18,1670,Ruddy duck,0,2501.22
1955,18,1720,Canada goose,0,3494.57
1955,18,2210,American coot,0,1891.09
1955,20,1320,Mallard,138250.34,53012.8
1955,20,1350,Gadwall,461.18,2969.95
1955,20,1370,American wigeon,61250.93,20049.69
1955,20,1390,Green-winged teal,25941.35,10503.25
1955,20,1400,Blue-winged teal,33886.38,21141.85
1955,20,1420,Northern shoveler,29309.18,13891.61
1955,20,1430,Northern pintail,90747.6,42206
1955,20,1460,Redhead,20433.94,5463.58
1955,20,1470,Canvasback,25884.06,11833.11
1955,20,1499,Generic scaup,17134.64,17883.76
1955,20,1500,Ring-necked duck,4618.32,2699.64
1955,20,1519,Generic goldeneye,31238.27,19645.41
1955,20,1530,Bufflehead,5415.99,3916.32
1955,20,1670,Ruddy duck,3352.64,3796.64
1955,20,1720,Canada goose,5932.45,20232.06
1955,20,2210,American coot,24534.14,61229.51
1955,21,1320,Mallard,88536,16629
1955,21,1350,Gadwall,0,0
1955,21,1370,American wigeon,14252,8931
1955,21,1390,Green-winged teal,3517,3731
1955,21,1400,Blue-winged teal,0,0
1955,21,1420,Northern shoveler,0,0
1955,21,1430,Northern pintail,0,0
1955,21,1460,Redhead,0,0
1955,21,1470,Canvasback,0,0
1955,21,1499,Generic scaup,51798,29263
1955,21,1500,Ring-necked duck,70186,19825
1955,21,1519,Generic goldeneye,8998,5319
1955,21,1530,Bufflehead,11042,3467
1955,21,1670,Ruddy duck,0,0
1955,21,1720,Canada goose,13804.15,13804.15
1955,21,2210,American coot,0,0
1955,22,1320,Mallard,171499,63375
1955,22,1350,Gadwall,1013,951
1955,22,1370,American wigeon,32405,12062
1955,22,1390,Green-winged teal,15525,8093
1955,22,1400,Blue-winged teal,13763,9041
1955,22,1420,Northern shoveler,2330,2190
1955,22,1430,Northern pintail,19556,10148
1955,22,1460,Redhead,5186,5135
1955,22,1470,Canvasback,10383,5564
1955,22,1499,Generic scaup,149777,70849
1955,22,1500,Ring-necked duck,6626,4368
1955,22,1519,Generic goldeneye,8425,4139
1955,22,1530,Bufflehead,5169,1831
1955,22,1670,Ruddy duck,0,0
1955,22,1720,Canada goose,1846.29,1846.29
1955,22,2210,American coot,0,0
1955,23,1320,Mallard,150238,45943
1955,23,1350,Gadwall,0,0
1955,23,1370,American wigeon,9289,9194
1955,23,1390,Green-winged teal,22927,10607
1955,23,1400,Blue-winged teal,0,0
1955,23,1420,Northern shoveler,1893,2131
1955,23,1430,Northern pintail,1444,1627
1955,23,1460,Redhead,11794,11916
1955,23,1470,Canvasback,11947,6589
1955,23,1499,Generic scaup,181672,63873
1955,23,1500,Ring-necked duck,20631,9420
1955,23,1519,Generic goldeneye,27371,15545
1955,23,1530,Bufflehead,14395,7184
1955,23,1670,Ruddy duck,0,0
1955,23,1720,Canada goose,2999.16,2999.16
1955,23,2210,American coot,0,0
1955,24,1320,Mallard,162101,27282
1955,24,1350,Gadwall,0,0
1955,24,1370,American wigeon,49460,8502
1955,24,1390,Green-winged teal,10986,8058
1955,24,1400,Blue-winged teal,0,0
1955,24,1420,Northern shoveler,0,0
1955,24,1430,Northern pintail,0,0
1955,24,1460,Redhead,13456,14057
1955,24,1470,Canvasback,0,0
1955,24,1499,Generic scaup,65912,26884
1955,24,1500,Ring-necked duck,15760,6963
1955,24,1519,Generic goldeneye,12491,7156
1955,24,1530,Bufflehead,15328,4476
1955,24,1670,Ruddy duck,0,0
1955,24,1720,Canada goose,52696.03,52696.03
1955,24,2210,American coot,0,0
1955,25,1320,Mallard,125070,31208
1955,25,1350,Gadwall,3831,1726
1955,25,1370,American wigeon,67036,11130
1955,25,1390,Green-winged teal,11742,6128
1955,25,1400,Blue-winged teal,44236,15361
1955,25,1420,Northern shoveler,2644,488
1955,25,1430,Northern pintail,121679,80704
1955,25,1460,Redhead,23926,4915
1955,25,1470,Canvasback,43842,8309
1955,25,1499,Generic scaup,54021.63,48969.49
1955,25,1500,Ring-necked duck,25057,16052
1955,25,1519,Generic goldeneye,5461,4965
1955,25,1530,Bufflehead,3909,2513
1955,25,1670,Ruddy duck,0,0
1955,25,1720,Canada goose,5585.33,5585.33
1955,25,2210,American coot,0,0
1955,26,1320,Mallard,1063652,56467
1955,26,1350,Gadwall,109527,17802
1955,26,1370,American wigeon,234416,24434
1955,26,1390,Green-winged teal,235764,47662
1955,26,1400,Blue-winged teal,965628,124305
1955,26,1420,Northern shoveler,136440,15128
1955,26,1430,Northern pintail,449884,43546
1955,26,1460,Redhead,78596,16453
1955,26,1470,Canvasback,74133,15986
1955,26,1499,Generic scaup,209027,27998
1955,26,1500,Ring-necked duck,1430,1438
1955,26,1519,Generic goldeneye,15016,5829
1955,26,1530,Bufflehead,20981,4295
1955,26,1670,Ruddy duck,40050,14917
1955,26,1720,Canada goose,0,0
1955,26,2210,American coot,63382,10723
1955,26,9991,Pond,664698,31534
1955,27,1320,Mallard,349022,16548
1955,27,1350,Gadwall,44762,4952
1955,27,1370,American wigeon,146342,13386
1955,27,1390,Green-winged teal,55663,24991
1955,27,1400,Blue-winged teal,370553,71660
1955,27,1420,Northern shoveler,127755,12962
1955,27,1430,Northern pintail,378833,54061
1955,27,1460,Redhead,11381,3992
1955,27,1470,Canvasback,6852,2388
1955,27,1499,Generic scaup,89619,14839
1955,27,1500,Ring-necked duck,0,0
1955,27,1519,Generic goldeneye,0,0
1955,27,1530,Bufflehead,1502,964
1955,27,1670,Ruddy duck,4386,1911
1955,27,1720,Canada goose,0,0
1955,27,2210,American coot,24225,4950
1955,27,9991,Pond,256278,28321
1955,28,1320,Mallard,284700,24965
1955,28,1350,Gadwall,28300,4229
1955,28,1370,American wigeon,116906,16692
1955,28,1390,Green-winged teal,41413,19800
1955,28,1400,Blue-winged teal,188775,24023
1955,28,1420,Northern shoveler,108655,13631
1955,28,1430,Northern pintail,516868,56048
1955,28,1460,Redhead,25089,7363
1955,28,1470,Canvasback,11329,3650
1955,28,1499,Generic scaup,94380,21205
1955,28,1500,Ring-necked duck,0,0
1955,28,1519,Generic goldeneye,980,668
1955,28,1530,Bufflehead,2318,939
1955,28,1670,Ruddy duck,21320,14113
1955,28,1720,Canada goose,0,0
1955,28,2210,American coot,27897,6787
1955,28,9991,Pond,188752,25435
1955,29,1320,Mallard,209610,38499
1955,29,1350,Gadwall,17730,6412
1955,29,1370,American wigeon,84640,21519
1955,29,1390,Green-winged teal,18426,8939
1955,29,1400,Blue-winged teal,25282,7981
1955,29,1420,Northern shoveler,24360,5616
1955,29,1430,Northern pintail,245939,42805
1955,29,1460,Redhead,25438,13784
1955,29,1470,Canvasback,3926,1944
1955,29,1499,Generic scaup,34215,13908
1955,29,1500,Ring-necked duck,0,0
1955,29,1519,Generic goldeneye,0,0
1955,29,1530,Bufflehead,1339,902
1955,29,1670,Ruddy duck,10424,8925
1955,29,1720,Canada goose,0,0
1955,29,2210,American coot,25758,13170
1955,29,9991,Pond,157117,42725
1955,30,1320,Mallard,442134,39917
1955,30,1350,Gadwall,28045,9110
1955,30,1370,American wigeon,75411,14174
1955,30,1390,Green-winged teal,55889,11228
1955,30,1400,Blue-winged teal,117367,14722
1955,30,1420,Northern shoveler,73807,24004
1955,30,1430,Northern pintail,490575,119231
1955,30,1460,Redhead,18272,10331
1955,30,1470,Canvasback,68815,45662
1955,30,1499,Generic scaup,120222,56948
1955,30,1500,Ring-necked duck,6816,3699
1955,30,1519,Generic goldeneye,9759,8793
1955,30,1530,Bufflehead,4773,3009
1955,30,1670,Ruddy duck,17113,7791
1955,30,1720,Canada goose,0,0
1955,30,2210,American coot,23751,6309
1955,30,9991,Pond,525462,74877
1955,31,1320,Mallard,761916,194486
1955,31,1350,Gadwall,50793,22933
1955,31,1370,American wigeon,140604,61312
1955,31,1390,Green-winged teal,116346,53561
1955,31,1400,Blue-winged teal,479488,240418
1955,31,1420,Northern shoveler,122567,60311
1955,31,1430,Northern pintail,803490,283970
1955,31,1460,Redhead,96766,41162
1955,31,1470,Canvasback,97043,32456
1955,31,1499,Generic scaup,220786,90634
1955,31,1500,Ring-necked duck,5321,3148
1955,31,1519,Generic goldeneye,0,0
1955,31,1530,Bufflehead,1626,1702
1955,31,1670,Ruddy duck,48375,22706
1955,31,1720,Canada goose,0,0
1955,31,2210,American coot,164454,64213
1955,31,9991,Pond,844690,194440
1955,32,1320,Mallard,1268395,110991
1955,32,1350,Gadwall,211435,42336
1955,32,1370,American wigeon,202190,30632
1955,32,1390,Green-winged teal,111231,25042
1955,32,1400,Blue-winged teal,652380,81954
1955,32,1420,Northern shoveler,290593,29592
1955,32,1430,Northern pintail,2661320,321437
1955,32,1460,Redhead,66433,20479
1955,32,1470,Canvasback,56181,13414
1955,32,1499,Generic scaup,291171,82866
1955,32,1500,Ring-necked duck,10478,5573
1955,32,1519,Generic goldeneye,652,653
1955,32,1530,Bufflehead,0,0
1955,32,1670,Ruddy duck,32748,12841
1955,32,1720,Canada goose,0,0
1955,32,2210,American coot,80752,17525
1955,32,9991,Pond,958005,37533
1955,33,1320,Mallard,271599.3,27963.36
1955,33,1350,Gadwall,42406,9246
1955,33,1370,American wigeon,53984.55,12483.59
1955,33,1390,Green-winged teal,25039,5388
1955,33,1400,Blue-winged teal,101056,31177
1955,33,1420,Northern shoveler,66791,16124
1955,33,1430,Northern pintail,760168,208990
1955,33,1460,Redhead,5894,3050
1955,33,1470,Canvasback,2238,1440
1955,33,1499,Generic scaup,44270,11823
1955,33,1500,Ring-necked duck,0,0
1955,33,1519,Generic goldeneye,0,0
1955,33,1530,Bufflehead,0,0
1955,33,1670,Ruddy duck,7264,3729
1955,33,1720,Canada goose,5577.95,5577.95
1955,33,2210,American coot,18477,8315
1955,33,9991,Pond,213286,10963
1955,34,1320,Mallard,392417,62755
1955,34,1350,Gadwall,10358,2771
1955,34,1370,American wigeon,108035,39610
1955,34,1390,Green-winged teal,35075,11110
1955,34,1400,Blue-winged teal,412690,61235
1955,34,1420,Northern shoveler,55746,19307
1955,34,1430,Northern pintail,198104,71291
1955,34,1460,Redhead,20055,8890
1955,34,1470,Canvasback,27982,7991
1955,34,1499,Generic scaup,82950,31270
1955,34,1500,Ring-necked duck,3220,1611
1955,34,1519,Generic goldeneye,0,0
1955,34,1530,Bufflehead,0,0
1955,34,1670,Ruddy duck,17266,6298
1955,34,1720,Canada goose,0,0
1955,34,2210,American coot,48942,10791
1955,34,9991,Pond,1198551,143436
1955,35,1320,Mallard,180729,20734
1955,35,1350,Gadwall,16011,4878
1955,35,1370,American wigeon,40204,11017
1955,35,1390,Green-winged teal,16065,4903
1955,35,1400,Blue-winged teal,305526,88505
1955,35,1420,Northern shoveler,57569,15064
1955,35,1430,Northern pintail,162837,21289
1955,35,1460,Redhead,8018,2259
1955,35,1470,Canvasback,13975,5551
1955,35,1499,Generic scaup,98897,36256
1955,35,1500,Ring-necked duck,1383,735
1955,35,1519,Generic goldeneye,1400,1281
1955,35,1530,Bufflehead,1242,798
1955,35,1670,Ruddy duck,5931,2438
1955,35,1720,Canada goose,0,0
1955,35,2210,American coot,24338,7182
1955,35,9991,Pond,732851,54915
1955,36,1320,Mallard,16966,10840.98
1955,36,1350,Gadwall,0,2000.46
1955,36,1370,American wigeon,0,3527.5
1955,36,1390,Green-winged teal,0,6318.82
1955,36,1400,Blue-winged teal,0,11655.27
1955,36,1420,Northern shoveler,0,6640.51
1955,36,1430,Northern pintail,0,7221.3
1955,36,1460,Redhead,0,2620.98
1955,36,1470,Canvasback,0,3305.75
1955,36,1499,Generic scaup,0,6720.91
1955,36,1500,Ring-necked duck,0,4171.4
1955,36,1519,Generic goldeneye,3974,7984.16
1955,36,1530,Bufflehead,2349,3841.12
1955,36,1670,Ruddy duck,0,2263.13
1955,36,1720,Canada goose,0,5291.73
1955,36,2210,American coot,0,21722.88
1955,36,9991,Pond,69259,36743.43
1955,37,1320,Mallard,202092,39549
1955,37,1350,Gadwall,10682,7580
1955,37,1370,American wigeon,46423,15089
1955,37,1390,Green-winged teal,12057,7049
1955,37,1400,Blue-winged teal,169691,49477
1955,37,1420,Northern shoveler,23651,8825
1955,37,1430,Northern pintail,103610,70853
1955,37,1460,Redhead,16047,10761
1955,37,1470,Canvasback,7163,2689
1955,37,1499,Generic scaup,51191,26664
1955,37,1500,Ring-necked duck,0,0
1955,37,1519,Generic goldeneye,6306,3393
1955,37,1530,Bufflehead,8077,6522
1955,37,1670,Ruddy duck,3561,1560
1955,37,1720,Canada goose,0,0
1955,37,2210,American coot,7549,4461
1955,37,9991,Pond,729650,74606
1955,38,1320,Mallard,16043,2784
1955,38,1350,Gadwall,0,0
1955,38,1370,American wigeon,3008,2274
1955,38,1390,Green-winged teal,2930,3347
1955,38,1400,Blue-winged teal,22288,13560
1955,38,1420,Northern shoveler,1768,772
1955,38,1430,Northern pintail,18439,6493
1955,38,1460,Redhead,0,0
1955,38,1470,Canvasback,0,0
1955,38,1499,Generic scaup,0,0
1955,38,1500,Ring-necked duck,0,0
1955,38,1519,Generic goldeneye,0,0
1955,38,1530,Bufflehead,0,0
1955,38,1670,Ruddy duck,0,0
1955,38,1720,Canada goose,0,0
1955,38,2210,American coot,262,262
1955,38,9991,Pond,93203,19968
1955,39,1320,Mallard,80860,10650
1955,39,1350,Gadwall,8830,3137
1955,39,1370,American wigeon,17352,4458
1955,39,1390,Green-winged teal,5200,2172
1955,39,1400,Blue-winged teal,162521,20673
1955,39,1420,Northern shoveler,18046,3199
1955,39,1430,Northern pintail,61468,10139
1955,39,1460,Redhead,7177,2293
1955,39,1470,Canvasback,9930,3123
1955,39,1499,Generic scaup,48734,14526
1955,39,1500,Ring-necked duck,1790,981
1955,39,1519,Generic goldeneye,1209,664
1955,39,1530,Bufflehead,536,518
1955,39,1670,Ruddy duck,2560,847
1955,39,1720,Canada goose,0,0
1955,39,2210,American coot,3876,1039
1955,39,9991,Pond,317966,31314
1955,40,1320,Mallard,108820,13979
1955,40,1350,Gadwall,8083,2366
1955,40,1370,American wigeon,28528,11018
1955,40,1390,Green-winged teal,4977,2313
1955,40,1400,Blue-winged teal,116099,17064
1955,40,1420,Northern shoveler,11263,2563
1955,40,1430,Northern pintail,29915,6549
1955,40,1460,Redhead,19134,7656
1955,40,1470,Canvasback,19570,7026
1955,40,1499,Generic scaup,71367,29616
1955,40,1500,Ring-necked duck,343,175
1955,40,1519,Generic goldeneye,868,646
1955,40,1530,Bufflehead,1453,759
1955,40,1670,Ruddy duck,22783,14450
1955,40,1720,Canada goose,0,0
1955,40,2210,American coot,7085,1835
1955,40,9991,Pond,352385,18628
1955,41,1320,Mallard,263309.68,63983.31
1955,41,1350,Gadwall,57808.72,36322.41
1955,41,1370,American wigeon,50911.49,29164.14
