YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
1987,13,1720,Canada goose,15923.08,15923.08
1987,13,2210,American coot,0,0
1987,14,1320,Mallard,51539,14189
1987,14,1350,Gadwall,0,0
1987,14,1370,American wigeon,230011,57971
1987,14,1390,Green-winged teal,88645,24370
1987,14,1400,Blue-winged teal,0,0
1987,14,1420,Northern shoveler,13656,11913
1987,14,1430,Northern pintail,46300,20474
1987,14,1460,Redhead,0,0
1987,14,1470,Canvasback,0,0
1987,14,1499,Generic scaup,773261,142196
1987,14,1500,Ring-necked duck,0,0
1987,14,1519,Generic goldeneye,14105,9830
1987,14,1530,Bufflehead,7693,3197
1987,14,1670,Ruddy duck,0,0
1987,14,1720,Canada goose,124418.36,124418.36
1987,14,2210,American coot,0,0
1987,15,1320,Mallard,43283,10177
1987,15,1350,Gadwall,0,0
1987,15,1370,American wigeon,42310,32056
1987,15,1390,Green-winged teal,124610,56200
1987,15,1400,Blue-winged teal,0,0
1987,15,1420,Northern shoveler,6524,4919
1987,15,1430,Northern pintail,42305,8781
1987,15,1460,Redhead,0,0
1987,15,1470,Canvasback,2422,3011
1987,15,1499,Generic scaup,528422,139075
1987,15,1500,Ring-necked duck,0,0
1987,15,1519,Generic goldeneye,6739,5199
1987,15,1530,Bufflehead,26876,6046
1987,15,1670,Ruddy duck,0,0
1987,15,1720,Canada goose,85286.03,85286.03
1987,15,2210,American coot,0,0
1987,16,1320,Mallard,49878,16628
1987,16,1350,Gadwall,0,0
1987,16,1370,American wigeon,62332,37362
1987,16,1390,Green-winged teal,67191,15866
1987,16,1400,Blue-winged teal,0,0
1987,16,1420,Northern shoveler,0,0
1987,16,1430,Northern pintail,3259,3661
1987,16,1460,Redhead,0,0
1987,16,1470,Canvasback,0,0
1987,16,1499,Generic scaup,209138,76477
1987,16,1500,Ring-necked duck,0,0
1987,16,1519,Generic goldeneye,0,0
1987,16,1530,Bufflehead,59559,51343
1987,16,1670,Ruddy duck,0,0
1987,16,1720,Canada goose,38920.18,38920.18
1987,16,2210,American coot,0,0
1987,17,1320,Mallard,148137,41593
1987,17,1350,Gadwall,1411,1409
1987,17,1370,American wigeon,126287,37234
1987,17,1390,Green-winged teal,222429,74662
1987,17,1400,Blue-winged teal,40730,18409
1987,17,1420,Northern shoveler,86006,23980
1987,17,1430,Northern pintail,44566,13028
1987,17,1460,Redhead,722,721
1987,17,1470,Canvasback,0,0
1987,17,1499,Generic scaup,290596,66610
1987,17,1500,Ring-necked duck,35546,8910
1987,17,1519,Generic goldeneye,0,0
1987,17,1530,Bufflehead,84331,22807
1987,17,1670,Ruddy duck,0,0
1987,17,1720,Canada goose,17999.13,17999.13
1987,17,2210,American coot,7657,3613
1987,18,1320,Mallard,60383,16400
1987,18,1350,Gadwall,0,0
1987,18,1370,American wigeon,54107,20793
1987,18,1390,Green-winged teal,34086,7548
1987,18,1400,Blue-winged teal,0,0
1987,18,1420,Northern shoveler,3034,2328
1987,18,1430,Northern pintail,16201,8290
1987,18,1460,Redhead,0,0
1987,18,1470,Canvasback,0,0
1987,18,1499,Generic scaup,215324,54961
1987,18,1500,Ring-necked duck,5246,5456
1987,18,1519,Generic goldeneye,3134,3252
1987,18,1530,Bufflehead,59605,19916
1987,18,1670,Ruddy duck,0,0
1987,18,1720,Canada goose,0,0
1987,18,2210,American coot,0,0
1987,20,1320,Mallard,22843,7146
1987,20,1350,Gadwall,3758,1153
1987,20,1370,American wigeon,24233,9367
1987,20,1390,Green-winged teal,12139,6960
1987,20,1400,Blue-winged teal,31373,19260
1987,20,1420,Northern shoveler,17828,4223
1987,20,1430,Northern pintail,12776,1776
1987,20,1460,Redhead,4168,1707
1987,20,1470,Canvasback,16314,5097
1987,20,1499,Generic scaup,24497,16304
1987,20,1500,Ring-necked duck,208,200
1987,20,1519,Generic goldeneye,372,359
1987,20,1530,Bufflehead,4793,2279
1987,20,1670,Ruddy duck,3980,3829
1987,20,1720,Canada goose,22542.03,22542.03
1987,20,2210,American coot,42972,13442
1987,21,1320,Mallard,134330,32949
1987,21,1350,Gadwall,2606,2590
1987,21,1370,American wigeon,46587,14009
1987,21,1390,Green-winged teal,40848,11697
1987,21,1400,Blue-winged teal,4426,4399
1987,21,1420,Northern shoveler,1499,1490
1987,21,1430,Northern pintail,3430,1616
1987,21,1460,Redhead,2668,1772
1987,21,1470,Canvasback,1113,1106
1987,21,1499,Generic scaup,151284,56473
1987,21,1500,Ring-necked duck,87366,29565
1987,21,1519,Generic goldeneye,23222,8282
1987,21,1530,Bufflehead,37045,9356
1987,21,1670,Ruddy duck,0,0
1987,21,1720,Canada goose,14546.31,14546.31
1987,21,2210,American coot,14145,12723
1987,22,1320,Mallard,178783,38107
1987,22,1350,Gadwall,3696,2820
1987,22,1370,American wigeon,30602,6346
1987,22,1390,Green-winged teal,17509,6092
1987,22,1400,Blue-winged teal,75322,37324
1987,22,1420,Northern shoveler,11054,6347
1987,22,1430,Northern pintail,7784,4196
1987,22,1460,Redhead,4541,2006
1987,22,1470,Canvasback,1263,1312
1987,22,1499,Generic scaup,120612,46356
1987,22,1500,Ring-necked duck,65681,13657
1987,22,1519,Generic goldeneye,19322,8318
1987,22,1530,Bufflehead,16705,6647
1987,22,1670,Ruddy duck,5060,3214
1987,22,1720,Canada goose,6062.84,6062.84
1987,22,2210,American coot,133548,60883
1987,23,1320,Mallard,183867,38276
1987,23,1350,Gadwall,1843,1990
1987,23,1370,American wigeon,41617,14619
1987,23,1390,Green-winged teal,59059,20995
1987,23,1400,Blue-winged teal,18779,12856
1987,23,1420,Northern shoveler,2120,2147
1987,23,1430,Northern pintail,0,0
1987,23,1460,Redhead,2831,1829
1987,23,1470,Canvasback,1574,1522
1987,23,1499,Generic scaup,98435,34406
1987,23,1500,Ring-necked duck,114529,24073
1987,23,1519,Generic goldeneye,68974,25658
1987,23,1530,Bufflehead,29557,8802
1987,23,1670,Ruddy duck,0,0
1987,23,1720,Canada goose,8397.66,8397.66
1987,23,2210,American coot,10003,10003
1987,24,1320,Mallard,176537,42423
1987,24,1350,Gadwall,1047,1020
1987,24,1370,American wigeon,64985,21508
1987,24,1390,Green-winged teal,81651,20152
1987,24,1400,Blue-winged teal,28435,18530
1987,24,1420,Northern shoveler,6019,4911
1987,24,1430,Northern pintail,3673,1956
1987,24,1460,Redhead,0,0
1987,24,1470,Canvasback,3575,2836
1987,24,1499,Generic scaup,34422,12278
1987,24,1500,Ring-necked duck,177411,40481
1987,24,1519,Generic goldeneye,34191,17412
1987,24,1530,Bufflehead,20597,7489
1987,24,1670,Ruddy duck,0,0
1987,24,1720,Canada goose,82969.63,82969.63
1987,24,2210,American coot,11360,9810
1987,25,1320,Mallard,82097,28287
1987,25,1350,Gadwall,7780,2733
1987,25,1370,American wigeon,18630,8410
1987,25,1390,Green-winged teal,8375,2682
1987,25,1400,Blue-winged teal,88272,36121
1987,25,1420,Northern shoveler,28267,8432
1987,25,1430,Northern pintail,21564,11592
1987,25,1460,Redhead,7422,2885
1987,25,1470,Canvasback,6040,1799
1987,25,1499,Generic scaup,19231,5359
1987,25,1500,Ring-necked duck,26214,7662
1987,25,1519,Generic goldeneye,4201,2009
1987,25,1530,Bufflehead,3866,1407
1987,25,1670,Ruddy duck,1037,1065
1987,25,1720,Canada goose,10633.61,10633.61
1987,25,2210,American coot,86088,29435
1987,26,1320,Mallard,467606,70967
1987,26,1350,Gadwall,71628,11386
1987,26,1370,American wigeon,52531,20990
1987,26,1390,Green-winged teal,90366,43677
1987,26,1400,Blue-winged teal,487350,149239
1987,26,1420,Northern shoveler,170587,40658
1987,26,1430,Northern pintail,140887,37535
1987,26,1460,Redhead,130582,41315
1987,26,1470,Canvasback,45529,12418
1987,26,1499,Generic scaup,199656,76691
1987,26,1500,Ring-necked duck,16629,4658
1987,26,1519,Generic goldeneye,21865,10902
1987,26,1530,Bufflehead,21254,9068
1987,26,1670,Ruddy duck,34290,12011
1987,26,1720,Canada goose,21764.5,21764.5
1987,26,2210,American coot,107782,34854
1987,26,9991,Pond,325047,75447
1987,27,1320,Mallard,108447,19947
1987,27,1350,Gadwall,16326,4062
1987,27,1370,American wigeon,34347,17568
1987,27,1390,Green-winged teal,21723,10396
1987,27,1400,Blue-winged teal,48387,13991
1987,27,1420,Northern shoveler,91022,42126
1987,27,1430,Northern pintail,68007,19365
1987,27,1460,Redhead,8602,3745
1987,27,1470,Canvasback,1337,180
1987,27,1499,Generic scaup,21669,9578
1987,27,1500,Ring-necked duck,1664,819
1987,27,1519,Generic goldeneye,794,817
1987,27,1530,Bufflehead,1408,1452
1987,27,1670,Ruddy duck,966,952
1987,27,1720,Canada goose,8556.38,8556.38
1987,27,2210,American coot,7029,4309
1987,27,9991,Pond,151517,58133
1987,28,1320,Mallard,76871,14485
1987,28,1350,Gadwall,20514,5281
1987,28,1370,American wigeon,10070,5336
1987,28,1390,Green-winged teal,5095,5095
1987,28,1400,Blue-winged teal,32896,8935
1987,28,1420,Northern shoveler,34735,12172
1987,28,1430,Northern pintail,134134,39519
1987,28,1460,Redhead,2242,1243
1987,28,1470,Canvasback,3658,2127
1987,28,1499,Generic scaup,29820,11142
1987,28,1500,Ring-necked duck,0,0
1987,28,1519,Generic goldeneye,0,0
1987,28,1530,Bufflehead,0,0
1987,28,1670,Ruddy duck,567,567
1987,28,1720,Canada goose,14523.62,14523.62
1987,28,2210,American coot,19508,15793
1987,28,9991,Pond,58119,15879
1987,29,1320,Mallard,101024,36487
1987,29,1350,Gadwall,18625,8341
1987,29,1370,American wigeon,13445,7977
1987,29,1390,Green-winged teal,3098,1984
1987,29,1400,Blue-winged teal,27999,14027
1987,29,1420,Northern shoveler,34337,19098
1987,29,1430,Northern pintail,104322,44691
1987,29,1460,Redhead,2120,1329
1987,29,1470,Canvasback,2966,1939
1987,29,1499,Generic scaup,5045,2848
1987,29,1500,Ring-necked duck,264,268
1987,29,1519,Generic goldeneye,1510,951
1987,29,1530,Bufflehead,0,0
1987,29,1670,Ruddy duck,0,0
1987,29,1720,Canada goose,14127.49,14127.49
1987,29,2210,American coot,3564,3356
1987,29,9991,Pond,72083,27181
1987,30,1320,Mallard,253613,44521
1987,30,1350,Gadwall,96252,28611
1987,30,1370,American wigeon,35524,8418
1987,30,1390,Green-winged teal,10980,3119
1987,30,1400,Blue-winged teal,136125,28817
1987,30,1420,Northern shoveler,57546,9381
1987,30,1430,Northern pintail,22570,6611
1987,30,1460,Redhead,59468,18055
1987,30,1470,Canvasback,86917,61710
1987,30,1499,Generic scaup,86635,27947
1987,30,1500,Ring-necked duck,6639,3854
1987,30,1519,Generic goldeneye,21246,13615
1987,30,1530,Bufflehead,9945,5236
1987,30,1670,Ruddy duck,17120,5263
1987,30,1720,Canada goose,19021.35,19021.35
1987,30,2210,American coot,55152,25088
1987,30,9991,Pond,223794,21038
1987,31,1320,Mallard,238985,53797
1987,31,1350,Gadwall,95034,32125
1987,31,1370,American wigeon,29071,7465
1987,31,1390,Green-winged teal,10909,2668
1987,31,1400,Blue-winged teal,127458,47653
1987,31,1420,Northern shoveler,53309,21741
1987,31,1430,Northern pintail,30173,11514
1987,31,1460,Redhead,51977,20685
1987,31,1470,Canvasback,33775,23177
1987,31,1499,Generic scaup,43529,16189
1987,31,1500,Ring-necked duck,15464,6420
1987,31,1519,Generic goldeneye,0,0
1987,31,1530,Bufflehead,8130,5561
1987,31,1670,Ruddy duck,20876,16481
1987,31,1720,Canada goose,29967.92,29967.92
1987,31,2210,American coot,91685,46976
1987,31,9991,Pond,260876,44577
1987,32,1320,Mallard,374354,55426
1987,32,1350,Gadwall,227424,60323
1987,32,1370,American wigeon,65688,11989
1987,32,1390,Green-winged teal,8825,3520
1987,32,1400,Blue-winged teal,189721,46491
1987,32,1420,Northern shoveler,130792,30692
1987,32,1430,Northern pintail,135018,32328
1987,32,1460,Redhead,14852,4744
1987,32,1470,Canvasback,30777,20746
1987,32,1499,Generic scaup,61019,19070
1987,32,1500,Ring-necked duck,0,0
1987,32,1519,Generic goldeneye,0,0
1987,32,1530,Bufflehead,460,320
1987,32,1670,Ruddy duck,37378,20102
1987,32,1720,Canada goose,38526.68,38526.68
1987,32,2210,American coot,35852,16014
1987,32,9991,Pond,347497,34286
1987,33,1320,Mallard,88727,19284
1987,33,1350,Gadwall,39750,14897
1987,33,1370,American wigeon,11597,3376
1987,33,1390,Green-winged teal,6708,5058
1987,33,1400,Blue-winged teal,18810,8883
1987,33,1420,Northern shoveler,21738,9105
1987,33,1430,Northern pintail,74460,44382
1987,33,1460,Redhead,3442,2583
1987,33,1470,Canvasback,7352,5224
1987,33,1499,Generic scaup,7070,2165
1987,33,1500,Ring-necked duck,0,0
1987,33,1519,Generic goldeneye,0,0
1987,33,1530,Bufflehead,0,0
1987,33,1670,Ruddy duck,0,0
1987,33,1720,Canada goose,6275.2,6275.2
1987,33,2210,American coot,9139,7378
1987,33,9991,Pond,150913,35804
1987,34,1320,Mallard,196584,39634
1987,34,1350,Gadwall,47255,16204
1987,34,1370,American wigeon,10930,5882
1987,34,1390,Green-winged teal,23628,10843
1987,34,1400,Blue-winged teal,100553,22239
1987,34,1420,Northern shoveler,72468,21088
1987,34,1430,Northern pintail,44567,11719
1987,34,1460,Redhead,16328,4706
1987,34,1470,Canvasback,17845,6785
1987,34,1499,Generic scaup,39891,21639
1987,34,1500,Ring-necked duck,6935,5988
1987,34,1519,Generic goldeneye,732,750
1987,34,1530,Bufflehead,6921,4391
1987,34,1670,Ruddy duck,20637,9224
1987,34,1720,Canada goose,18670.09,18670.09
1987,34,2210,American coot,27404,8307
1987,34,9991,Pond,251539,32101
1987,35,1320,Mallard,121064,21881
1987,35,1350,Gadwall,33413,12227
1987,35,1370,American wigeon,6617,3494
1987,35,1390,Green-winged teal,24763,11294
1987,35,1400,Blue-winged teal,102161,26027
1987,35,1420,Northern shoveler,39927,8594
1987,35,1430,Northern pintail,37055,9171
1987,35,1460,Redhead,8185,2033
1987,35,1470,Canvasback,7490,4924
1987,35,1499,Generic scaup,40043,34031
1987,35,1500,Ring-necked duck,277,264
1987,35,1519,Generic goldeneye,700,670
1987,35,1530,Bufflehead,7450,5118
1987,35,1670,Ruddy duck,9555,7782
1987,35,1720,Canada goose,5955.31,5955.31
1987,35,2210,American coot,22446,10269
1987,35,9991,Pond,184291,14677
1987,36,1320,Mallard,6431,1315
1987,36,1350,Gadwall,1974,947
1987,36,1370,American wigeon,2237,1813
1987,36,1390,Green-winged teal,0,0
1987,36,1400,Blue-winged teal,3112,1883
1987,36,1420,Northern shoveler,0,0
1987,36,1430,Northern pintail,0,0
1987,36,1460,Redhead,0,0
1987,36,1470,Canvasback,3139,2954
1987,36,1499,Generic scaup,7551,4298
1987,36,1500,Ring-necked duck,724,677
1987,36,1519,Generic goldeneye,5503,2868
1987,36,1530,Bufflehead,5693,4391
1987,36,1670,Ruddy duck,0,0
1987,36,1720,Canada goose,2340.14,2340.14
1987,36,2210,American coot,873,468
1987,36,9991,Pond,42082,6766
1987,37,1320,Mallard,72910,9896
1987,37,1350,Gadwall,10611,4071
1987,37,1370,American wigeon,5259,1720
1987,37,1390,Green-winged teal,13643,6057
1987,37,1400,Blue-winged teal,41813,11670
1987,37,1420,Northern shoveler,17567,6215
1987,37,1430,Northern pintail,14150,11738
1987,37,1460,Redhead,13422,9248
1987,37,1470,Canvasback,7909,3544
1987,37,1499,Generic scaup,58132,30104
1987,37,1500,Ring-necked duck,20925,9181
1987,37,1519,Generic goldeneye,12323,7372
1987,37,1530,Bufflehead,14205,5619
1987,37,1670,Ruddy duck,45965,36290
1987,37,1720,Canada goose,24804.47,24804.47
1987,37,2210,American coot,32072,11397
1987,37,9991,Pond,165172,24756
1987,38,1320,Mallard,30446,8925
1987,38,1350,Gadwall,4398,2391
1987,38,1370,American wigeon,1869,737
1987,38,1390,Green-winged teal,1885,1444
1987,38,1400,Blue-winged teal,29464,8419
1987,38,1420,Northern shoveler,3066,1389
1987,38,1430,Northern pintail,4590,2808
1987,38,1460,Redhead,0,0
1987,38,1470,Canvasback,291,329
1987,38,1499,Generic scaup,909,532
1987,38,1500,Ring-necked duck,807,613
1987,38,1519,Generic goldeneye,0,0
1987,38,1530,Bufflehead,0,0
1987,38,1670,Ruddy duck,0,0
1987,38,1720,Canada goose,0,0
1987,38,2210,American coot,324,324
1987,38,9991,Pond,37646,3116
1987,39,1320,Mallard,57523,12089
1987,39,1350,Gadwall,21516,5430
1987,39,1370,American wigeon,5132,1801
1987,39,1390,Green-winged teal,15045,4344
1987,39,1400,Blue-winged teal,73183,16462
1987,39,1420,Northern shoveler,32760,7350
1987,39,1430,Northern pintail,18909,4446
1987,39,1460,Redhead,17608,5443
1987,39,1470,Canvasback,11104,4963
1987,39,1499,Generic scaup,41555,23808
1987,39,1500,Ring-necked duck,3947,2388
1987,39,1519,Generic goldeneye,1578,1238
1987,39,1530,Bufflehead,3732,1296
1987,39,1670,Ruddy duck,11965,6511
1987,39,1720,Canada goose,0,0
1987,39,2210,American coot,19869,5114
1987,39,9991,Pond,119356,12114
1987,40,1320,Mallard,82601,15182
1987,40,1350,Gadwall,24931,7586
1987,40,1370,American wigeon,6395,2302
1987,40,1390,Green-winged teal,7258,2630
1987,40,1400,Blue-winged teal,55608,12002
1987,40,1420,Northern shoveler,33938,8421
1987,40,1430,Northern pintail,18655,7349
1987,40,1460,Redhead,13758,3368
1987,40,1470,Canvasback,14024,5525
1987,40,1499,Generic scaup,42157,21587
1987,40,1500,Ring-necked duck,2848,1885
1987,40,1519,Generic goldeneye,10161,8579
1987,40,1530,Bufflehead,12788,8482
1987,40,1670,Ruddy duck,22067,7225
1987,40,1720,Canada goose,743.4,743.4
1987,40,2210,American coot,23927,9593
1987,40,9991,Pond,133814,11900
1987,41,1320,Mallard,124096,28125
1987,41,1350,Gadwall,21879,3927
1987,41,1370,American wigeon,36933,9684
1987,41,1390,Green-winged teal,3050,2344
1987,41,1400,Blue-winged teal,21264,7283
1987,41,1420,Northern shoveler,59648,20692
1987,41,1430,Northern pintail,107569,48706
1987,41,1460,Redhead,2794,1897
1987,41,1470,Canvasback,528,383
1987,41,1499,Generic scaup,37643,9000
1987,41,1500,Ring-necked duck,445,421
1987,41,1519,Generic goldeneye,0,0
1987,41,1530,Bufflehead,0,0
1987,41,1670,Ruddy duck,330,312
1987,41,1720,Canada goose,25817.91,25817.91
1987,41,2210,American coot,13957,5843
1987,41,9991,Pond,102197,10577
1987,42,1320,Mallard,116793,24391
1987,42,1350,Gadwall,10755,1768
1987,42,1370,American wigeon,27936,7849
1987,42,1390,Green-winged teal,2985,1756
1987,42,1400,Blue-winged teal,18938,5323
1987,42,1420,Northern shoveler,13512,6338
1987,42,1430,Northern pintail,38450,12393
1987,42,1460,Redhead,652,704
1987,42,1470,Canvasback,452,459
1987,42,1499,Generic scaup,7094,3518
1987,42,1500,Ring-necked duck,0,0
1987,42,1519,Generic goldeneye,0,0
1987,42,1530,Bufflehead,0,0
1987,42,1670,Ruddy duck,283,284
1987,42,1720,Canada goose,13605.96,13605.96
1987,42,2210,American coot,13281,5703
1987,42,9991,Pond,127141,13724
1987,43,1320,Mallard,127611,23487
1987,43,1350,Gadwall,19534,4413
1987,43,1370,American wigeon,12658,3832
1987,43,1390,Green-winged teal,4526,1617
1987,43,1400,Blue-winged teal,64792,29103
1987,43,1420,Northern shoveler,29980,10556
1987,43,1430,Northern pintail,57893,17884
