YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
1989,43,1350,Gadwall,55009,26776
1989,43,1370,American wigeon,7210,3295
1989,43,1390,Green-winged teal,3017,1947
1989,43,1400,Blue-winged teal,45567,20515
1989,43,1420,Northern shoveler,10494,6403
1989,43,1430,Northern pintail,19131,7667
1989,43,1460,Redhead,3957,3456
1989,43,1470,Canvasback,1386,1379
1989,43,1499,Generic scaup,2609,1095
1989,43,1500,Ring-necked duck,0,0
1989,43,1519,Generic goldeneye,0,0
1989,43,1530,Bufflehead,1303,1296
1989,43,1670,Ruddy duck,858,853
1989,43,1720,Canada goose,12502.83,12502.83
1989,43,2210,American coot,38662,29462
1989,43,9991,Pond,116411,16154
1989,44,1320,Mallard,131959,21523
1989,44,1350,Gadwall,35671,10546
1989,44,1370,American wigeon,9191,4109
1989,44,1390,Green-winged teal,12653,4115
1989,44,1400,Blue-winged teal,75920,23700
1989,44,1420,Northern shoveler,17134,9617
1989,44,1430,Northern pintail,25056,9906
1989,44,1460,Redhead,1475,1429
1989,44,1470,Canvasback,517,501
1989,44,1499,Generic scaup,7052,2520
1989,44,1500,Ring-necked duck,3444,1731
1989,44,1519,Generic goldeneye,0,0
1989,44,1530,Bufflehead,729,705
1989,44,1670,Ruddy duck,0,0
1989,44,1720,Canada goose,26564.39,26564.39
1989,44,2210,American coot,6005,4942
1989,44,9991,Pond,195390,24973
1989,45,1320,Mallard,184764,23172
1989,45,1350,Gadwall,143633,29342
1989,45,1370,American wigeon,7524,3248
1989,45,1390,Green-winged teal,5993,1681
1989,45,1400,Blue-winged teal,165927,39657
1989,45,1420,Northern shoveler,86457,25378
1989,45,1430,Northern pintail,53994,9079
1989,45,1460,Redhead,73615,30124
1989,45,1470,Canvasback,27108,8157
1989,45,1499,Generic scaup,23484,13461
1989,45,1500,Ring-necked duck,5550,3035
1989,45,1519,Generic goldeneye,0,0
1989,45,1530,Bufflehead,494,492
1989,45,1670,Ruddy duck,34400,14310
1989,45,1720,Canada goose,18023.32,18023.32
1989,45,2210,American coot,106906,29632
1989,45,9991,Pond,198556,17176
1989,46,1320,Mallard,87596,12025
1989,46,1350,Gadwall,96817,22257
1989,46,1370,American wigeon,817,399
1989,46,1390,Green-winged teal,527,532
1989,46,1400,Blue-winged teal,123656,34522
1989,46,1420,Northern shoveler,60623,14231
1989,46,1430,Northern pintail,35133,6876
1989,46,1460,Redhead,47737,20879
1989,46,1470,Canvasback,10699,2970
1989,46,1499,Generic scaup,12701,7334
1989,46,1500,Ring-necked duck,5389,1936
1989,46,1519,Generic goldeneye,0,0
1989,46,1530,Bufflehead,304,307
1989,46,1670,Ruddy duck,20012,11071
1989,46,1720,Canada goose,4375.21,4375.21
1989,46,2210,American coot,100595,24286
1989,46,9991,Pond,117511,16518
1989,47,1320,Mallard,8864,4068
1989,47,1350,Gadwall,848,821
1989,47,1370,American wigeon,0,0
1989,47,1390,Green-winged teal,0,0
1989,47,1400,Blue-winged teal,3313,2521
1989,47,1420,Northern shoveler,1092,1057
1989,47,1430,Northern pintail,706,683
1989,47,1460,Redhead,8125,7901
1989,47,1470,Canvasback,0,0
1989,47,1499,Generic scaup,0,0
1989,47,1500,Ring-necked duck,0,0
1989,47,1519,Generic goldeneye,0,0
1989,47,1530,Bufflehead,0,0
1989,47,1670,Ruddy duck,0,0
1989,47,1720,Canada goose,0,0
1989,47,2210,American coot,621,621
1989,47,9991,Pond,15492,4139
1989,48,1320,Mallard,226046,30357
1989,48,1350,Gadwall,129792,49139
1989,48,1370,American wigeon,6446,2775
1989,48,1390,Green-winged teal,6235,2626
1989,48,1400,Blue-winged teal,572156,127404
1989,48,1420,Northern shoveler,146120,30839
1989,48,1430,Northern pintail,110822,24072
1989,48,1460,Redhead,48101,24573
1989,48,1470,Canvasback,4788,4014
1989,48,1499,Generic scaup,53971,33201
1989,48,1500,Ring-necked duck,13295,8835
1989,48,1519,Generic goldeneye,0,0
1989,48,1530,Bufflehead,2701,1439
1989,48,1670,Ruddy duck,22427,13633
1989,48,1720,Canada goose,29142.18,29142.18
1989,48,2210,American coot,259872,75733
1989,48,9991,Pond,222019,39679
1989,49,1320,Mallard,113982,26893
1989,49,1350,Gadwall,12188,4238
1989,49,1370,American wigeon,5973,4161
1989,49,1390,Green-winged teal,5546,1963
1989,49,1400,Blue-winged teal,212076,67158
1989,49,1420,Northern shoveler,22099,9576
1989,49,1430,Northern pintail,12410,5114
1989,49,1460,Redhead,5508,3830
1989,49,1470,Canvasback,0,0
1989,49,1499,Generic scaup,19419,10867
1989,49,1500,Ring-necked duck,946,572
1989,49,1519,Generic goldeneye,0,0
1989,49,1530,Bufflehead,1601,661
1989,49,1670,Ruddy duck,21580,17570
1989,49,1720,Canada goose,9728.85,9728.85
1989,49,2210,American coot,18850,12866
1989,49,9991,Pond,86733,17928
1989,50,1320,Mallard,421423,79497
1989,50,1350,Gadwall,3529,2326
1989,50,1370,American wigeon,44825,20147
1989,50,1390,Green-winged teal,50398,15821
1989,50,1400,Blue-winged teal,29966,16422
1989,50,1420,Northern shoveler,2030,2032
1989,50,1430,Northern pintail,0,0
1989,50,1460,Redhead,0,0
1989,50,1470,Canvasback,0,0
1989,50,1499,Generic scaup,144813,31668
1989,50,1500,Ring-necked duck,64444,16462
1989,50,1519,Generic goldeneye,136266,45844
1989,50,1530,Bufflehead,15436,4752
1989,50,1670,Ruddy duck,0,0
1989,50,1720,Canada goose,67542.64,67542.64
1989,50,2210,American coot,0,0
1989,75,1320,Mallard,139892.63,47580.72
1989,75,1350,Gadwall,27037,15280.05
1989,75,1370,American wigeon,22328.23,5706.32
1989,75,1390,Green-winged teal,29312.21,11425.32
1989,75,1400,Blue-winged teal,86504.44,29214.61
1989,75,1420,Northern shoveler,33571.53,13398.45
1989,75,1430,Northern pintail,20588.64,10128.46
1989,75,1460,Redhead,16407.34,6517.5
1989,75,1470,Canvasback,16850.97,8042.54
1989,75,1499,Generic scaup,87171.63,34240.46
1989,75,1500,Ring-necked duck,15276.72,6763.51
1989,75,1519,Generic goldeneye,21420.01,7769.17
1989,75,1530,Bufflehead,46167.84,15549.05
1989,75,1670,Ruddy duck,37706.25,12965.31
1989,75,1720,Canada goose,4830.37,4830.37
1989,75,2210,American coot,14863.36,8334.95
1989,75,9991,Pond,160405.59,31101.92
1989,76,1320,Mallard,240330.62,83284.82
1989,76,1350,Gadwall,32252.71,14509.23
1989,76,1370,American wigeon,39700.26,13789.12
1989,76,1390,Green-winged teal,21255.63,7752.73
1989,76,1400,Blue-winged teal,74751.29,39808.7
1989,76,1420,Northern shoveler,53819.91,37120.97
1989,76,1430,Northern pintail,14574.3,6537.41
1989,76,1460,Redhead,5331.21,4245.37
1989,76,1470,Canvasback,12061.01,6914.27
1989,76,1499,Generic scaup,40816.13,13647.13
1989,76,1500,Ring-necked duck,9462.33,4260.87
1989,76,1519,Generic goldeneye,7075.98,4216.17
1989,76,1530,Bufflehead,40826.51,9347.44
1989,76,1670,Ruddy duck,27032.27,11753.73
1989,76,1720,Canada goose,7659.29,7659.29
1989,76,2210,American coot,11545.2,8894.99
1989,76,9991,Pond,251461.56,16038.55
1989,77,1320,Mallard,226127.75,58428.56
1989,77,1350,Gadwall,11221.74,6285.94
1989,77,1370,American wigeon,121166.42,31517.79
1989,77,1390,Green-winged teal,380358.25,101046.12
1989,77,1400,Blue-winged teal,51650.1,17257.49
1989,77,1420,Northern shoveler,66254.72,18658.82
1989,77,1430,Northern pintail,21040.78,9884.88
1989,77,1460,Redhead,2460.03,1487.1
1989,77,1470,Canvasback,1365.8,1317.06
1989,77,1499,Generic scaup,296466.71,101221.64
1989,77,1500,Ring-necked duck,77376.28,33379.19
1989,77,1519,Generic goldeneye,9518.44,8293.18
1989,77,1530,Bufflehead,135188.33,33347.53
1989,77,1670,Ruddy duck,17228.12,8675.11
1989,77,1720,Canada goose,35002.05,35002.05
1989,77,2210,American coot,42223.94,19134.3
1990,1,1320,Mallard,8649,5495
1990,1,1350,Gadwall,0,0
1990,1,1370,American wigeon,1206,1182
1990,1,1390,Green-winged teal,977,830
1990,1,1400,Blue-winged teal,0,0
1990,1,1420,Northern shoveler,4426,3001
1990,1,1430,Northern pintail,3873,1783
1990,1,1460,Redhead,0,0
1990,1,1470,Canvasback,268,262
1990,1,1499,Generic scaup,2304,550
1990,1,1500,Ring-necked duck,885,620
1990,1,1519,Generic goldeneye,793,432
1990,1,1530,Bufflehead,0,0
1990,1,1670,Ruddy duck,653,715
1990,1,1720,Canada goose,2223.74,2223.74
1990,1,2210,American coot,0,0
1990,2,1320,Mallard,21980,9329
1990,2,1350,Gadwall,0,0
1990,2,1370,American wigeon,37001,19396
1990,2,1390,Green-winged teal,22651,7459
1990,2,1400,Blue-winged teal,0,0
1990,2,1420,Northern shoveler,2012,907
1990,2,1430,Northern pintail,3961,2571
1990,2,1460,Redhead,0,0
1990,2,1470,Canvasback,0,0
1990,2,1499,Generic scaup,26634,5657
1990,2,1500,Ring-necked duck,1509,872
1990,2,1519,Generic goldeneye,1623,1541
1990,2,1530,Bufflehead,5578,1883
1990,2,1670,Ruddy duck,0,0
1990,2,1720,Canada goose,2165.98,2165.98
1990,2,2210,American coot,0,0
1990,3,1320,Mallard,72268,18149
1990,3,1350,Gadwall,0,0
1990,3,1370,American wigeon,75181,23330
1990,3,1390,Green-winged teal,50067,15156
1990,3,1400,Blue-winged teal,0,0
1990,3,1420,Northern shoveler,50786,15746
1990,3,1430,Northern pintail,57940,14691
1990,3,1460,Redhead,0,0
1990,3,1470,Canvasback,22797,12091
1990,3,1499,Generic scaup,70054,24862
1990,3,1500,Ring-necked duck,12192,5342
1990,3,1519,Generic goldeneye,7113,3111
1990,3,1530,Bufflehead,12837,5178
1990,3,1670,Ruddy duck,0,0
1990,3,1720,Canada goose,7935.37,7935.37
1990,3,2210,American coot,0,0
1990,4,1320,Mallard,70926,16353
1990,4,1350,Gadwall,0,0
1990,4,1370,American wigeon,146030,27195
1990,4,1390,Green-winged teal,95935,23442
1990,4,1400,Blue-winged teal,0,0
1990,4,1420,Northern shoveler,107722,24256
1990,4,1430,Northern pintail,170435,41229
1990,4,1460,Redhead,0,0
1990,4,1470,Canvasback,82439,34534
1990,4,1499,Generic scaup,281251,74355
1990,4,1500,Ring-necked duck,9236,4214
1990,4,1519,Generic goldeneye,2921,2077
1990,4,1530,Bufflehead,8534,2946
1990,4,1670,Ruddy duck,0,0
1990,4,1720,Canada goose,21053.36,21053.36
1990,4,2210,American coot,0,0
1990,5,1320,Mallard,18227,7414
1990,5,1350,Gadwall,0,0
1990,5,1370,American wigeon,31627,5263
1990,5,1390,Green-winged teal,30202,9737
1990,5,1400,Blue-winged teal,0,0
1990,5,1420,Northern shoveler,23057,5062
1990,5,1430,Northern pintail,51693,7170
1990,5,1460,Redhead,0,0
1990,5,1470,Canvasback,11656,4715
1990,5,1499,Generic scaup,21249,9439
1990,5,1500,Ring-necked duck,311,299
1990,5,1519,Generic goldeneye,6408,4302
1990,5,1530,Bufflehead,287,277
1990,5,1670,Ruddy duck,0,0
1990,5,1720,Canada goose,5802.21,5802.21
1990,5,2210,American coot,0,0
1990,6,1320,Mallard,16851,2822
1990,6,1350,Gadwall,0,0
1990,6,1370,American wigeon,27719,5563
1990,6,1390,Green-winged teal,10926,3829
1990,6,1400,Blue-winged teal,0,0
1990,6,1420,Northern shoveler,13059,2662
1990,6,1430,Northern pintail,31320,5941
1990,6,1460,Redhead,319,189
1990,6,1470,Canvasback,2743,1837
1990,6,1499,Generic scaup,18386,3349
1990,6,1500,Ring-necked duck,5775,2361
1990,6,1519,Generic goldeneye,2587,2471
1990,6,1530,Bufflehead,2859,1062
1990,6,1670,Ruddy duck,0,0
1990,6,1720,Canada goose,1480.08,1480.08
1990,6,2210,American coot,0,0
1990,7,1320,Mallard,8292,1965
1990,7,1350,Gadwall,121,128
1990,7,1370,American wigeon,2631,704
1990,7,1390,Green-winged teal,2843,1047
1990,7,1400,Blue-winged teal,0,0
1990,7,1420,Northern shoveler,1073,481
1990,7,1430,Northern pintail,2314,1094
1990,7,1460,Redhead,62,59
1990,7,1470,Canvasback,1557,1452
1990,7,1499,Generic scaup,8523,4394
1990,7,1500,Ring-necked duck,1449,423
1990,7,1519,Generic goldeneye,0,0
1990,7,1530,Bufflehead,74,79
1990,7,1670,Ruddy duck,0,0
1990,7,1720,Canada goose,17385.62,17385.62
1990,7,2210,American coot,0,0
1990,8,1320,Mallard,31915,6990
1990,8,1350,Gadwall,2613,1784
1990,8,1370,American wigeon,14489,4040
1990,8,1390,Green-winged teal,44967,12533
1990,8,1400,Blue-winged teal,0,0
1990,8,1420,Northern shoveler,8587,3160
1990,8,1430,Northern pintail,50766,13386
1990,8,1460,Redhead,0,0
1990,8,1470,Canvasback,0,0
1990,8,1499,Generic scaup,50733,20430
1990,8,1500,Ring-necked duck,0,0
1990,8,1519,Generic goldeneye,3104,1907
1990,8,1530,Bufflehead,800,806
1990,8,1670,Ruddy duck,0,0
1990,8,1720,Canada goose,6215.43,6215.43
1990,8,2210,American coot,0,0
1990,9,1320,Mallard,86108,21296
1990,9,1350,Gadwall,1863,1267
1990,9,1370,American wigeon,70845,11176
1990,9,1390,Green-winged teal,161602,40189
1990,9,1400,Blue-winged teal,0,0
1990,9,1420,Northern shoveler,89485,24058
1990,9,1430,Northern pintail,363010,70611
1990,9,1460,Redhead,0,0
1990,9,1470,Canvasback,2489,1224
1990,9,1499,Generic scaup,154670,36344
1990,9,1500,Ring-necked duck,1235,909
1990,9,1519,Generic goldeneye,11066,5948
1990,9,1530,Bufflehead,380,383
1990,9,1670,Ruddy duck,0,0
1990,9,1720,Canada goose,144481.1,144481.1
1990,9,2210,American coot,0,0
1990,10,1320,Mallard,4409,3959
1990,10,1350,Gadwall,0,0
1990,10,1370,American wigeon,9698,8970
1990,10,1390,Green-winged teal,11492,4888
1990,10,1400,Blue-winged teal,0,0
1990,10,1420,Northern shoveler,8440,5227
1990,10,1430,Northern pintail,128822,66127
1990,10,1460,Redhead,0,0
1990,10,1470,Canvasback,669,806
1990,10,1499,Generic scaup,26206,14037
1990,10,1500,Ring-necked duck,0,0
1990,10,1519,Generic goldeneye,0,0
1990,10,1530,Bufflehead,0,0
1990,10,1670,Ruddy duck,0,0
1990,10,1720,Canada goose,10324.52,10324.52
1990,10,2210,American coot,0,0
1990,11,1320,Mallard,17422,6376
1990,11,1350,Gadwall,0,0
1990,11,1370,American wigeon,67177,19591
1990,11,1390,Green-winged teal,22356,5373
1990,11,1400,Blue-winged teal,0,0
1990,11,1420,Northern shoveler,35575,11823
1990,11,1430,Northern pintail,192925,117489
1990,11,1460,Redhead,693,677
1990,11,1470,Canvasback,23049,20128
1990,11,1499,Generic scaup,45201,10075
1990,11,1500,Ring-necked duck,449,439
1990,11,1519,Generic goldeneye,0,0
1990,11,1530,Bufflehead,414,405
1990,11,1670,Ruddy duck,0,0
1990,11,1720,Canada goose,28004.36,28004.36
1990,11,2210,American coot,0,0
1990,12,1320,Mallard,9886,5542
1990,12,1350,Gadwall,0,0
1990,12,1370,American wigeon,52709,14802
1990,12,1390,Green-winged teal,19745,7436
1990,12,1400,Blue-winged teal,0,0
1990,12,1420,Northern shoveler,17765,6178
1990,12,1430,Northern pintail,45903,22953
1990,12,1460,Redhead,2551,2408
1990,12,1470,Canvasback,45391,18387
1990,12,1499,Generic scaup,98179,30369
1990,12,1500,Ring-necked duck,1982,640
1990,12,1519,Generic goldeneye,11641,5516
1990,12,1530,Bufflehead,0,0
1990,12,1670,Ruddy duck,0,0
1990,12,1720,Canada goose,316.07,316.07
1990,12,2210,American coot,0,0
1990,13,1320,Mallard,16885,8982
1990,13,1350,Gadwall,832,832
1990,13,1370,American wigeon,29816,8089
1990,13,1390,Green-winged teal,15054,6819
1990,13,1400,Blue-winged teal,0,0
1990,13,1420,Northern shoveler,6699,1980
1990,13,1430,Northern pintail,28109,13672
1990,13,1460,Redhead,2130,830
1990,13,1470,Canvasback,19188,16560
1990,13,1499,Generic scaup,49064,16173
1990,13,1500,Ring-necked duck,1655,1072
1990,13,1519,Generic goldeneye,1977,1224
1990,13,1530,Bufflehead,1213,1213
1990,13,1670,Ruddy duck,0,0
1990,13,1720,Canada goose,758.24,758.24
1990,13,2210,American coot,0,0
1990,14,1320,Mallard,47590,21487
1990,14,1350,Gadwall,0,0
1990,14,1370,American wigeon,108045,29966
1990,14,1390,Green-winged teal,20457,5768
1990,14,1400,Blue-winged teal,0,0
1990,14,1420,Northern shoveler,0,0
1990,14,1430,Northern pintail,32989,13096
1990,14,1460,Redhead,4727,2815
1990,14,1470,Canvasback,1127,1118
1990,14,1499,Generic scaup,726492,145796
1990,14,1500,Ring-necked duck,11370,5076
1990,14,1519,Generic goldeneye,4702,2600
1990,14,1530,Bufflehead,8654,4088
1990,14,1670,Ruddy duck,6450,3431
1990,14,1720,Canada goose,15026.37,15026.37
1990,14,2210,American coot,0,0
1990,15,1320,Mallard,15347,9160
1990,15,1350,Gadwall,0,0
1990,15,1370,American wigeon,17421,10396
1990,15,1390,Green-winged teal,14660,4328
1990,15,1400,Blue-winged teal,0,0
1990,15,1420,Northern shoveler,6524,1789
1990,15,1430,Northern pintail,2489,1871
1990,15,1460,Redhead,1452,1813
1990,15,1470,Canvasback,0,0
1990,15,1499,Generic scaup,164015,23387
1990,15,1500,Ring-necked duck,7521,5687
1990,15,1519,Generic goldeneye,0,0
1990,15,1530,Bufflehead,16539,5058
1990,15,1670,Ruddy duck,0,0
1990,15,1720,Canada goose,47811.86,47811.86
1990,15,2210,American coot,0,0
1990,16,1320,Mallard,55268,32940
1990,16,1350,Gadwall,0,0
1990,16,1370,American wigeon,7605,5451
1990,16,1390,Green-winged teal,0,0
1990,16,1400,Blue-winged teal,0,0
1990,16,1420,Northern shoveler,0,0
1990,16,1430,Northern pintail,0,0
1990,16,1460,Redhead,0,0
1990,16,1470,Canvasback,0,0
1990,16,1499,Generic scaup,178282,78549
1990,16,1500,Ring-necked duck,0,0
1990,16,1519,Generic goldeneye,0,0
1990,16,1530,Bufflehead,37901,31469
1990,16,1670,Ruddy duck,0,0
1990,16,1720,Canada goose,0,0
1990,16,2210,American coot,0,0
1990,17,1320,Mallard,108475,51561
1990,17,1350,Gadwall,18624,9323
1990,17,1370,American wigeon,95332,49720
1990,17,1390,Green-winged teal,172474,62891
1990,17,1400,Blue-winged teal,0,0
1990,17,1420,Northern shoveler,49981,23097
1990,17,1430,Northern pintail,24511,10270
1990,17,1460,Redhead,2383,1478
1990,17,1470,Canvasback,3976,3879
1990,17,1499,Generic scaup,294474,62085
1990,17,1500,Ring-necked duck,40129,19422
1990,17,1519,Generic goldeneye,5531,2819
1990,17,1530,Bufflehead,55432,12932
1990,17,1670,Ruddy duck,15175,6696
1990,17,1720,Canada goose,33234.11,33234.11
1990,17,2210,American coot,4813,3397
1990,18,1320,Mallard,30926,10183
1990,18,1350,Gadwall,0,0
1990,18,1370,American wigeon,32406,10514
1990,18,1390,Green-winged teal,13634,8076
1990,18,1400,Blue-winged teal,0,0
1990,18,1420,Northern shoveler,12136,4814
1990,18,1430,Northern pintail,2314,1772
1990,18,1460,Redhead,2701,2067
1990,18,1470,Canvasback,0,0
1990,18,1499,Generic scaup,143568,35507
1990,18,1500,Ring-necked duck,3498,2691
1990,18,1519,Generic goldeneye,0,0
1990,18,1530,Bufflehead,13459,4538
1990,18,1670,Ruddy duck,0,0
1990,18,1720,Canada goose,0,0
1990,18,2210,American coot,0,0
1990,20,1320,Mallard,39961,14720
1990,20,1350,Gadwall,3758,1305
1990,20,1370,American wigeon,5129,1772
1990,20,1390,Green-winged teal,12949,6134
1990,20,1400,Blue-winged teal,7444,5842
1990,20,1420,Northern shoveler,7924,1845
1990,20,1430,Northern pintail,9891,4734
1990,20,1460,Redhead,1763,710
1990,20,1470,Canvasback,2942,691
1990,20,1499,Generic scaup,9587,2444
1990,20,1500,Ring-necked duck,1868,844
1990,20,1519,Generic goldeneye,1488,741
1990,20,1530,Bufflehead,4337,3120
1990,20,1670,Ruddy duck,2143,1124
1990,20,1720,Canada goose,5849.51,5849.51
1990,20,2210,American coot,6312,2256
1990,21,1320,Mallard,135905,38421
1990,21,1350,Gadwall,652,647
1990,21,1370,American wigeon,34327,8038
1990,21,1390,Green-winged teal,19970,8152
1990,21,1400,Blue-winged teal,8851,4051
1990,21,1420,Northern shoveler,0,0
1990,21,1430,Northern pintail,0,0
1990,21,1460,Redhead,0,0
1990,21,1470,Canvasback,3895,2128
1990,21,1499,Generic scaup,103119,20063
1990,21,1500,Ring-necked duck,38356,14041
1990,21,1519,Generic goldeneye,3870,2261
1990,21,1530,Bufflehead,35620,8424
1990,21,1670,Ruddy duck,3823,3799
1990,21,1720,Canada goose,27608.31,27608.31
1990,21,2210,American coot,3031,1754
1990,22,1320,Mallard,176548,34727
1990,22,1350,Gadwall,5175,2136
1990,22,1370,American wigeon,55640,11628
1990,22,1390,Green-winged teal,22143,6988
1990,22,1400,Blue-winged teal,67790,25124
1990,22,1420,Northern shoveler,5952,3986
1990,22,1430,Northern pintail,7135,3845
1990,22,1460,Redhead,1514,943
1990,22,1470,Canvasback,13259,8977
1990,22,1499,Generic scaup,114112,24244
1990,22,1500,Ring-necked duck,37072,9412
1990,22,1519,Generic goldeneye,12296,5458
1990,22,1530,Bufflehead,32871,9872
1990,22,1670,Ruddy duck,20963,20455
1990,22,1720,Canada goose,11452.04,11452.04
1990,22,2210,American coot,20634,9404
1990,23,1320,Mallard,197921,53017
1990,23,1350,Gadwall,2751,2694
1990,23,1370,American wigeon,54350,13159
1990,23,1390,Green-winged teal,44074,11199
1990,23,1400,Blue-winged teal,18686,10564
1990,23,1420,Northern shoveler,18984,13662
1990,23,1430,Northern pintail,0,0
1990,23,1460,Redhead,0,0
1990,23,1470,Canvasback,3524,1703
1990,23,1499,Generic scaup,175137,58724
1990,23,1500,Ring-necked duck,75723,29691
1990,23,1519,Generic goldeneye,14707,8749
1990,23,1530,Bufflehead,72188,20239
1990,23,1670,Ruddy duck,0,0
1990,23,1720,Canada goose,22560.89,22560.89
1990,23,2210,American coot,0,0
1990,24,1320,Mallard,343548,85661
1990,24,1350,Gadwall,0,0
1990,24,1370,American wigeon,110205,25701
1990,24,1390,Green-winged teal,84461,26167
1990,24,1400,Blue-winged teal,75031,37706
1990,24,1420,Northern shoveler,8273,4432
1990,24,1430,Northern pintail,3606,1776
1990,24,1460,Redhead,4208,2890
1990,24,1470,Canvasback,2633,2798
1990,24,1499,Generic scaup,117451,31935
1990,24,1500,Ring-necked duck,127139,27507
1990,24,1519,Generic goldeneye,26245,15627
1990,24,1530,Bufflehead,33705,8879
1990,24,1670,Ruddy duck,4019,3824
1990,24,1720,Canada goose,66011.58,66011.58
1990,24,2210,American coot,9560,5425
1990,25,1320,Mallard,70125,20843
1990,25,1350,Gadwall,9548,3136
1990,25,1370,American wigeon,26615,11925
1990,25,1390,Green-winged teal,4434,1530
1990,25,1400,Blue-winged teal,74461,25830
1990,25,1420,Northern shoveler,17896,6671
1990,25,1430,Northern pintail,2172,1501
1990,25,1460,Redhead,10862,4883
1990,25,1470,Canvasback,16913,4976
1990,25,1499,Generic scaup,38347,16996
1990,25,1500,Ring-necked duck,19275,7899
1990,25,1519,Generic goldeneye,6722,2746
1990,25,1530,Bufflehead,5413,2105
1990,25,1670,Ruddy duck,3804,1591
1990,25,1720,Canada goose,10311.38,10311.38
1990,25,2210,American coot,28513,9643
1990,26,1320,Mallard,468489,46235
1990,26,1350,Gadwall,253247,81628
1990,26,1370,American wigeon,93322,33153
1990,26,1390,Green-winged teal,79626,30209
1990,26,1400,Blue-winged teal,440378,88059
1990,26,1420,Northern shoveler,209224,48877
1990,26,1430,Northern pintail,103136,35947
1990,26,1460,Redhead,145229,34810
1990,26,1470,Canvasback,61700,20037
1990,26,1499,Generic scaup,226845,69050
1990,26,1500,Ring-necked duck,6904,3769
1990,26,1519,Generic goldeneye,17793,8729
1990,26,1530,Bufflehead,36522,12004
1990,26,1670,Ruddy duck,129916,41956
1990,26,1720,Canada goose,67820.5,67820.5
1990,26,2210,American coot,325457,98022
1990,26,9991,Pond,467916,66911
1990,27,1320,Mallard,92011,12582
1990,27,1350,Gadwall,68956,29340
1990,27,1370,American wigeon,11576,4638
1990,27,1390,Green-winged teal,24692,8457
1990,27,1400,Blue-winged teal,33958,6733
1990,27,1420,Northern shoveler,47464,25386
1990,27,1430,Northern pintail,70074,18589
1990,27,1460,Redhead,11195,6637
1990,27,1470,Canvasback,11729,7432
1990,27,1499,Generic scaup,27479,8199
1990,27,1500,Ring-necked duck,2774,532
1990,27,1519,Generic goldeneye,0,0
1990,27,1530,Bufflehead,0,0
1990,27,1670,Ruddy duck,0,0
1990,27,1720,Canada goose,12159.07,12159.07
1990,27,2210,American coot,37132,27183
1990,27,9991,Pond,116410,33327
1990,28,1320,Mallard,101069,11450
1990,28,1350,Gadwall,47007,14158
1990,28,1370,American wigeon,11905,4708
1990,28,1390,Green-winged teal,11846,5635
1990,28,1400,Blue-winged teal,21839,9426
1990,28,1420,Northern shoveler,28494,9513
1990,28,1430,Northern pintail,65221,17561
1990,28,1460,Redhead,3535,2286
1990,28,1470,Canvasback,2595,653
1990,28,1499,Generic scaup,33980,14885
1990,28,1500,Ring-necked duck,1952,1506
1990,28,1519,Generic goldeneye,0,0
1990,28,1530,Bufflehead,0,0
1990,28,1670,Ruddy duck,0,0
1990,28,1720,Canada goose,12411.1,12411.1
1990,28,2210,American coot,88319,64949
1990,28,9991,Pond,66153,6822
1990,29,1320,Mallard,117108,34286
1990,29,1350,Gadwall,45209,20245
1990,29,1370,American wigeon,6434,3926
1990,29,1390,Green-winged teal,16360,9319
1990,29,1400,Blue-winged teal,24993,7963
1990,29,1420,Northern shoveler,37332,18116
1990,29,1430,Northern pintail,79303,32596
1990,29,1460,Redhead,2865,1469
1990,29,1470,Canvasback,2104,880
1990,29,1499,Generic scaup,19014,9502
1990,29,1500,Ring-necked duck,791,778
1990,29,1519,Generic goldeneye,1510,912
1990,29,1530,Bufflehead,0,0
1990,29,1670,Ruddy duck,0,0
1990,29,1720,Canada goose,21405.29,21405.29
1990,29,2210,American coot,34801,23419
1990,29,9991,Pond,121656,31499
1990,30,1320,Mallard,269643,72064
1990,30,1350,Gadwall,123819,31627
1990,30,1370,American wigeon,41598,15661
1990,30,1390,Green-winged teal,23890,9609
1990,30,1400,Blue-winged teal,146822,50323
1990,30,1420,Northern shoveler,85015,27215
1990,30,1430,Northern pintail,53647,14248
1990,30,1460,Redhead,47015,17036
1990,30,1470,Canvasback,18882,7132
1990,30,1499,Generic scaup,106382,60752
1990,30,1500,Ring-necked duck,9924,3483
1990,30,1519,Generic goldeneye,0,0
1990,30,1530,Bufflehead,17690,9550
1990,30,1670,Ruddy duck,22724,7499
1990,30,1720,Canada goose,39944.84,39944.84
1990,30,2210,American coot,87567,35467
1990,30,9991,Pond,212982,32277
1990,31,1320,Mallard,298479,70483
1990,31,1350,Gadwall,63946,19804
1990,31,1370,American wigeon,26251,12884
1990,31,1390,Green-winged teal,61248,21130
1990,31,1400,Blue-winged teal,173771,69857
1990,31,1420,Northern shoveler,105118,42311
1990,31,1430,Northern pintail,44418,17255
1990,31,1460,Redhead,44986,16194
1990,31,1470,Canvasback,23721,9413
1990,31,1499,Generic scaup,41394,23259
1990,31,1500,Ring-necked duck,2494,1912
1990,31,1519,Generic goldeneye,5714,4328
1990,31,1530,Bufflehead,9147,4275
1990,31,1670,Ruddy duck,12565,6720
1990,31,1720,Canada goose,87878.92,87878.92
1990,31,2210,American coot,71514,23694
1990,31,9991,Pond,284859,59029
1990,32,1320,Mallard,329549,52558
1990,32,1350,Gadwall,194471,40608
