YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
1971,35,1430,Northern pintail,136959,27376
1971,35,1460,Redhead,12753,5808
1971,35,1470,Canvasback,19049,8848
1971,35,1499,Generic scaup,11021,6850
1971,35,1500,Ring-necked duck,0,0
1971,35,1519,Generic goldeneye,0,0
1971,35,1530,Bufflehead,1656,1156
1971,35,1670,Ruddy duck,5338,3246
1971,35,1720,Canada goose,0,0
1971,35,2210,American coot,21367,7815
1971,35,9991,Pond,391727,36672
1971,36,1320,Mallard,19163,6013
1971,36,1350,Gadwall,1708,1965
1971,36,1370,American wigeon,0,0
1971,36,1390,Green-winged teal,10521,9830
1971,36,1400,Blue-winged teal,9586,4734
1971,36,1420,Northern shoveler,3590,2088
1971,36,1430,Northern pintail,5587,3414
1971,36,1460,Redhead,3037,1725
1971,36,1470,Canvasback,509,476
1971,36,1499,Generic scaup,3878,2394
1971,36,1500,Ring-necked duck,0,0
1971,36,1519,Generic goldeneye,8254,5297
1971,36,1530,Bufflehead,4879,2848
1971,36,1670,Ruddy duck,1554,1452
1971,36,1720,Canada goose,7800.48,7800.48
1971,36,2210,American coot,5089,5089
1971,36,9991,Pond,69920,21271
1971,37,1320,Mallard,110783,38225
1971,37,1350,Gadwall,4590,2502
1971,37,1370,American wigeon,13446,4595
1971,37,1390,Green-winged teal,60079,22286
1971,37,1400,Blue-winged teal,91446,9660
1971,37,1420,Northern shoveler,24116,6920
1971,37,1430,Northern pintail,42952,14765
1971,37,1460,Redhead,30095,12760
1971,37,1470,Canvasback,25998,10738
1971,37,1499,Generic scaup,38792,11643
1971,37,1500,Ring-necked duck,0,0
1971,37,1519,Generic goldeneye,24646,10224
1971,37,1530,Bufflehead,5463,4815
1971,37,1670,Ruddy duck,12526,5819
1971,37,1720,Canada goose,6987.17,6987.17
1971,37,2210,American coot,23360,12825
1971,37,9991,Pond,239925,33955
1971,38,1320,Mallard,12324,4140
1971,38,1350,Gadwall,1902,1440
1971,38,1370,American wigeon,0,0
1971,38,1390,Green-winged teal,8789,3589
1971,38,1400,Blue-winged teal,18152,2890
1971,38,1420,Northern shoveler,6997,4042
1971,38,1430,Northern pintail,33879,16020
1971,38,1460,Redhead,0,0
1971,38,1470,Canvasback,0,0
1971,38,1499,Generic scaup,0,0
1971,38,1500,Ring-necked duck,0,0
1971,38,1519,Generic goldeneye,0,0
1971,38,1530,Bufflehead,0,0
1971,38,1670,Ruddy duck,0,0
1971,38,1720,Canada goose,0,0
1971,38,2210,American coot,4723,3871
1971,38,9991,Pond,60509,11414
1971,39,1320,Mallard,64912,17196
1971,39,1350,Gadwall,13960,5492
1971,39,1370,American wigeon,4100,1853
1971,39,1390,Green-winged teal,22630,5325
1971,39,1400,Blue-winged teal,94021,19875
1971,39,1420,Northern shoveler,21362,5488
1971,39,1430,Northern pintail,33824,9306
1971,39,1460,Redhead,20033,6972
1971,39,1470,Canvasback,15479,8987
1971,39,1499,Generic scaup,19650,8438
1971,39,1500,Ring-necked duck,0,0
1971,39,1519,Generic goldeneye,0,0
1971,39,1530,Bufflehead,0,0
1971,39,1670,Ruddy duck,13813,6580
1971,39,1720,Canada goose,0,0
1971,39,2210,American coot,36484,13205
1971,39,9991,Pond,200724,15677
1971,40,1320,Mallard,81759,22967
1971,40,1350,Gadwall,9156,3822
1971,40,1370,American wigeon,11240,4487
1971,40,1390,Green-winged teal,18800,9560
1971,40,1400,Blue-winged teal,101063,24800
1971,40,1420,Northern shoveler,12188,3014
1971,40,1430,Northern pintail,23293,6442
1971,40,1460,Redhead,12482,3644
1971,40,1470,Canvasback,27297,7432
1971,40,1499,Generic scaup,38809,25144
1971,40,1500,Ring-necked duck,0,0
1971,40,1519,Generic goldeneye,0,0
1971,40,1530,Bufflehead,6200,3461
1971,40,1670,Ruddy duck,24987,9331
1971,40,1720,Canada goose,0,0
1971,40,2210,American coot,51224,20822
1971,40,9991,Pond,183497,21856
1971,41,1320,Mallard,156019,24534
1971,41,1350,Gadwall,35414,10044
1971,41,1370,American wigeon,41656,10957
1971,41,1390,Green-winged teal,4357,2461
1971,41,1400,Blue-winged teal,48772,10130
1971,41,1420,Northern shoveler,50657,14396
1971,41,1430,Northern pintail,100836,32569
1971,41,1460,Redhead,2414,1375
1971,41,1470,Canvasback,4487,2072
1971,41,1499,Generic scaup,15030,4784
1971,41,1500,Ring-necked duck,0,0
1971,41,1519,Generic goldeneye,0,0
1971,41,1530,Bufflehead,0,0
1971,41,1670,Ruddy duck,1321,734
1971,41,1720,Canada goose,57413.25,57413.25
1971,41,2210,American coot,5273,3557
1971,41,9991,Pond,122730,7150
1971,42,1320,Mallard,117883,25055
1971,42,1350,Gadwall,13647,9321
1971,42,1370,American wigeon,16670,3963
1971,42,1390,Green-winged teal,7178,2296
1971,42,1400,Blue-winged teal,38324,12397
1971,42,1420,Northern shoveler,14847,7134
1971,42,1430,Northern pintail,23435,7673
1971,42,1460,Redhead,0,0
1971,42,1470,Canvasback,1144,824
1971,42,1499,Generic scaup,555,530
1971,42,1500,Ring-necked duck,0,0
1971,42,1519,Generic goldeneye,0,0
1971,42,1530,Bufflehead,0,0
1971,42,1670,Ruddy duck,0,0
1971,42,1720,Canada goose,3757.1,3757.1
1971,42,2210,American coot,4303,3462
1971,42,9991,Pond,131322,7706
1971,43,1320,Mallard,61695,10628
1971,43,1350,Gadwall,18433,3655
1971,43,1370,American wigeon,11095,2857
1971,43,1390,Green-winged teal,1509,936
1971,43,1400,Blue-winged teal,60689,20541
1971,43,1420,Northern shoveler,28822,8778
1971,43,1430,Northern pintail,32995,6569
1971,43,1460,Redhead,727,743
