YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
2000,4,1499,Generic scaup,339803.1,71778.66
2000,4,1500,Ring-necked duck,32019.3,13221.56
2000,4,1519,Generic goldeneye,14620.5,6412.17
2000,4,1530,Bufflehead,11048.4,3482.99
2000,4,1670,Ruddy duck,0,0
2000,4,1720,Canada goose,9357.04,5622.92
2000,4,2210,American coot,0,0
2000,5,1320,Mallard,38620.9,6530.94
2000,5,1350,Gadwall,0,0
2000,5,1370,American wigeon,62332.04,12808.73
2000,5,1390,Green-winged teal,66559.63,12324.67
2000,5,1400,Blue-winged teal,0,0
2000,5,1420,Northern shoveler,38311.81,16032.96
2000,5,1430,Northern pintail,96395.4,27182.68
2000,5,1460,Redhead,0,0
2000,5,1470,Canvasback,1126.63,1085.48
2000,5,1499,Generic scaup,22783.09,8393.74
2000,5,1500,Ring-necked duck,621.27,598.22
2000,5,1519,Generic goldeneye,5579.09,3761.33
2000,5,1530,Bufflehead,2874.54,2154.69
2000,5,1670,Ruddy duck,0,0
2000,5,1720,Canada goose,6694.85,3721.07
2000,5,2210,American coot,0,0
2000,6,1320,Mallard,52693.2,11978.34
2000,6,1350,Gadwall,0,0
2000,6,1370,American wigeon,74076.75,16523.79
2000,6,1390,Green-winged teal,81007.8,16226.31
2000,6,1400,Blue-winged teal,0,0
2000,6,1420,Northern shoveler,25066.37,8930.96
2000,6,1430,Northern pintail,96092.21,22476.43
2000,6,1460,Redhead,0,0
2000,6,1470,Canvasback,3985.2,1873.33
2000,6,1499,Generic scaup,48129.9,9448.49
2000,6,1500,Ring-necked duck,824.1,785.07
2000,6,1519,Generic goldeneye,740.05,524.15
2000,6,1530,Bufflehead,2669.1,1083.61
2000,6,1670,Ruddy duck,0,0
2000,6,1720,Canada goose,2960.17,1349.72
2000,6,2210,American coot,0,0
2000,7,1320,Mallard,17850,2040.77
2000,7,1350,Gadwall,0,0
2000,7,1370,American wigeon,5402,1580.16
2000,7,1390,Green-winged teal,9768,2753.45
2000,7,1400,Blue-winged teal,0,0
2000,7,1420,Northern shoveler,6231,2139.97
2000,7,1430,Northern pintail,1204.8,511.22
2000,7,1460,Redhead,622,658.05
2000,7,1470,Canvasback,0,0
2000,7,1499,Generic scaup,7316.4,3284.02
2000,7,1500,Ring-necked duck,1849.2,967.19
2000,7,1519,Generic goldeneye,0,0
2000,7,1530,Bufflehead,0,0
2000,7,1670,Ruddy duck,0,0
2000,7,1720,Canada goose,12013.98,5400.28
2000,7,2210,American coot,0,0
2000,8,1320,Mallard,93206.34,16446.59
2000,8,1350,Gadwall,654.26,659.05
2000,8,1370,American wigeon,49586.08,9771.27
2000,8,1390,Green-winged teal,98956.95,19087.04
2000,8,1400,Blue-winged teal,0,0
2000,8,1420,Northern shoveler,31811.28,7594.38
2000,8,1430,Northern pintail,85661.9,15000.37
2000,8,1460,Redhead,0,0
2000,8,1470,Canvasback,0,0
2000,8,1499,Generic scaup,132502.89,30924.52
2000,8,1500,Ring-necked duck,0,0
2000,8,1519,Generic goldeneye,0,0
2000,8,1530,Bufflehead,0,0
2000,8,1670,Ruddy duck,0,0
2000,8,1720,Canada goose,5283.11,2370.26
2000,8,2210,American coot,0,0
2000,9,1320,Mallard,101742.95,18248.59
2000,9,1350,Gadwall,0,0
2000,9,1370,American wigeon,189359.26,25151.61
2000,9,1390,Green-winged teal,224086.58,44392.96
2000,9,1400,Blue-winged teal,0,0
2000,9,1420,Northern shoveler,136486.64,24811.16
2000,9,1430,Northern pintail,388487.88,32718.9
2000,9,1460,Redhead,0,0
2000,9,1470,Canvasback,3977.72,2660.96
2000,9,1499,Generic scaup,291244.42,39080.05
2000,9,1500,Ring-necked duck,1645.1,1154.75
2000,9,1519,Generic goldeneye,3693.3,2268.88
2000,9,1530,Bufflehead,380.58,383.53
2000,9,1670,Ruddy duck,0,0
2000,9,1720,Canada goose,147140.26,91605.01
2000,9,2210,American coot,0,0
2000,10,1320,Mallard,4411,4344.29
2000,10,1350,Gadwall,0,0
2000,10,1370,American wigeon,19008,7075.81
2000,10,1390,Green-winged teal,27588,11163.3
2000,10,1400,Blue-winged teal,0,0
2000,10,1420,Northern shoveler,26056.25,26088.18
2000,10,1430,Northern pintail,156007.5,110744.49
2000,10,1460,Redhead,0,0
2000,10,1470,Canvasback,3341.25,4026.95
2000,10,1499,Generic scaup,51482.75,34534.88
2000,10,1500,Ring-necked duck,0,0
2000,10,1519,Generic goldeneye,0,0
2000,10,1530,Bufflehead,0,0
2000,10,1670,Ruddy duck,0,0
2000,10,1720,Canada goose,11118.71,3814.33
2000,10,2210,American coot,0,0
2000,11,1320,Mallard,33968.04,10641.74
2000,11,1350,Gadwall,0,0
2000,11,1370,American wigeon,114704,23359.46
2000,11,1390,Green-winged teal,61498.25,12304.58
2000,11,1400,Blue-winged teal,0,0
2000,11,1420,Northern shoveler,16052.22,4891.16
2000,11,1430,Northern pintail,129860.1,21469.32
2000,11,1460,Redhead,0,0
2000,11,1470,Canvasback,7854.46,7138.8
2000,11,1499,Generic scaup,85400.48,16282.02
2000,11,1500,Ring-necked duck,1792.25,966.06
2000,11,1519,Generic goldeneye,3218.91,2085.75
2000,11,1530,Bufflehead,0,0
2000,11,1670,Ruddy duck,0,0
2000,11,1720,Canada goose,37982.92,22237.1
2000,11,2210,American coot,0,0
2000,12,1320,Mallard,19941.87,4698.31
2000,12,1350,Gadwall,0,0
2000,12,1370,American wigeon,66605.7,17243.39
2000,12,1390,Green-winged teal,11154.57,4384.93
2000,12,1400,Blue-winged teal,0,0
2000,12,1420,Northern shoveler,4583.53,4329.27
2000,12,1430,Northern pintail,40902.67,6931.54
2000,12,1460,Redhead,0,0
2000,12,1470,Canvasback,15590.36,12399.89
2000,12,1499,Generic scaup,57644.38,12076.33
2000,12,1500,Ring-necked duck,439.96,415.73
2000,12,1519,Generic goldeneye,4148.49,2546.13
2000,12,1530,Bufflehead,0,0
2000,12,1670,Ruddy duck,0,0
2000,12,1720,Canada goose,3476.8,2452.13
2000,12,2210,American coot,0,0
2000,13,1320,Mallard,31175.49,6761.97
2000,13,1350,Gadwall,6667.73,3613.07
2000,13,1370,American wigeon,91939.05,28713.94
2000,13,1390,Green-winged teal,30092.53,12236.57
2000,13,1400,Blue-winged teal,2826.65,2826.65
2000,13,1420,Northern shoveler,9568.41,3478.28
2000,13,1430,Northern pintail,22607.78,3726.18
2000,13,1460,Redhead,0,0
2000,13,1470,Canvasback,43670.63,14254.7
2000,13,1499,Generic scaup,52110.85,8876.11
2000,13,1500,Ring-necked duck,19287.62,8216.67
2000,13,1519,Generic goldeneye,5938.45,2948.15
2000,13,1530,Bufflehead,605.9,605.9
2000,13,1670,Ruddy duck,0,0
2000,13,1720,Canada goose,0,0
2000,13,2210,American coot,0,0
2000,14,1320,Mallard,127433.96,32444.63
2000,14,1350,Gadwall,1321.36,1310.43
2000,14,1370,American wigeon,224037.41,52534.9
2000,14,1390,Green-winged teal,74970.36,23634.26
2000,14,1400,Blue-winged teal,4481.35,4445.76
2000,14,1420,Northern shoveler,9101.8,4473.68
2000,14,1430,Northern pintail,86714.9,19844.71
2000,14,1460,Redhead,1351.79,1433.04
2000,14,1470,Canvasback,4503.08,2122.72
2000,14,1499,Generic scaup,592247.59,94431.17
2000,14,1500,Ring-necked duck,58535.82,12918.51
2000,14,1519,Generic goldeneye,0,0
2000,14,1530,Bufflehead,2881.8,2695.43
2000,14,1670,Ruddy duck,0,0
2000,14,1720,Canada goose,34260.13,12413.84
2000,14,2210,American coot,0,0
2000,15,1320,Mallard,69466.91,34357.63
2000,15,1350,Gadwall,0,0
2000,15,1370,American wigeon,54498.96,10184.66
2000,15,1390,Green-winged teal,99383.32,16152.45
2000,15,1400,Blue-winged teal,0,0
2000,15,1420,Northern shoveler,3403.13,2674.92
2000,15,1430,Northern pintail,10375.18,2405.97
2000,15,1460,Redhead,0,0
2000,15,1470,Canvasback,2525.53,3058.75
2000,15,1499,Generic scaup,148494.79,28226.84
2000,15,1500,Ring-necked duck,11759.84,5496.55
2000,15,1519,Generic goldeneye,0,0
2000,15,1530,Bufflehead,28014.94,10196.37
2000,15,1670,Ruddy duck,0,0
2000,15,1720,Canada goose,10787.16,3265.09
2000,15,2210,American coot,0,0
2000,16,1320,Mallard,33530.06,5550.25
2000,16,1350,Gadwall,0,0
2000,16,1370,American wigeon,53195.32,30868.08
2000,16,1390,Green-winged teal,0,0
2000,16,1400,Blue-winged teal,0,0
2000,16,1420,Northern shoveler,0,0
2000,16,1430,Northern pintail,6510.21,5300.69
2000,16,1460,Redhead,0,0
2000,16,1470,Canvasback,3169.44,2280.24
2000,16,1499,Generic scaup,177947.95,36805.02
2000,16,1500,Ring-necked duck,31975.93,14467.73
2000,16,1519,Generic goldeneye,0,0
2000,16,1530,Bufflehead,18931.02,9225.18
2000,16,1670,Ruddy duck,0,0
2000,16,1720,Canada goose,0,0
2000,16,2210,American coot,0,0
2000,17,1320,Mallard,135016.46,32124.57
2000,17,1350,Gadwall,7066,4802.96
2000,17,1370,American wigeon,54849.85,11972.52
2000,17,1390,Green-winged teal,207740.51,40356.43
2000,17,1400,Blue-winged teal,4792.79,4785.68
2000,17,1420,Northern shoveler,37315,7093.62
2000,17,1430,Northern pintail,47607.2,13980.03
2000,17,1460,Redhead,2891.48,1738.55
2000,17,1470,Canvasback,12040.09,6894.29
2000,17,1499,Generic scaup,257620.92,66093.14
2000,17,1500,Ring-necked duck,81291.58,24142.61
2000,17,1519,Generic goldeneye,11747.23,8110.58
2000,17,1530,Bufflehead,42121.75,13666.5
2000,17,1670,Ruddy duck,0,0
2000,17,1720,Canada goose,10285.21,3482.56
2000,17,2210,American coot,7663.36,2810.16
2000,18,1320,Mallard,47627.28,13393.91
2000,18,1350,Gadwall,0,0
2000,18,1370,American wigeon,59368.98,18118.65
2000,18,1390,Green-winged teal,61324.48,18331.27
2000,18,1400,Blue-winged teal,0,0
2000,18,1420,Northern shoveler,9099.59,4643.03
2000,18,1430,Northern pintail,4623.67,1384.04
2000,18,1460,Redhead,0,0
2000,18,1470,Canvasback,0,0
2000,18,1499,Generic scaup,123396.39,53062.91
2000,18,1500,Ring-necked duck,68129.62,38521.22
2000,18,1519,Generic goldeneye,0,0
2000,18,1530,Bufflehead,11524.41,2085.86
2000,18,1670,Ruddy duck,0,0
2000,18,1720,Canada goose,0,0
2000,18,2210,American coot,0,0
2000,20,1320,Mallard,58659.92,19305.22
2000,20,1350,Gadwall,10350.47,4823.95
2000,20,1370,American wigeon,17619.64,5531.72
2000,20,1390,Green-winged teal,33568.88,8525.14
2000,20,1400,Blue-winged teal,5318.65,3834.99
2000,20,1420,Northern shoveler,10082.22,6099.66
2000,20,1430,Northern pintail,14545.55,7701.98
2000,20,1460,Redhead,1925.23,1116.89
2000,20,1470,Canvasback,6947.77,2069.14
2000,20,1499,Generic scaup,4725.39,1574.7
2000,20,1500,Ring-necked duck,1659.04,877.52
2000,20,1519,Generic goldeneye,4841.98,2008.06
2000,20,1530,Bufflehead,3648.25,2745.52
2000,20,1670,Ruddy duck,919.28,884.35
2000,20,1720,Canada goose,11984.37,6918.47
2000,20,2210,American coot,24054.64,12600.74
2000,21,1320,Mallard,194097.06,53067.92
2000,21,1350,Gadwall,955.82,954.75
2000,21,1370,American wigeon,16157.77,6300.17
2000,21,1390,Green-winged teal,47412.64,9668.06
2000,21,1400,Blue-winged teal,10462.14,6290.86
2000,21,1420,Northern shoveler,1097.3,1096.09
2000,21,1430,Northern pintail,1672.68,1057.81
2000,21,1460,Redhead,0,0
2000,21,1470,Canvasback,0,0
2000,21,1499,Generic scaup,58518.86,10866.34
2000,21,1500,Ring-necked duck,41663.09,9056.92
2000,21,1519,Generic goldeneye,20440.52,14818.01
2000,21,1530,Bufflehead,38217.1,14721.59
2000,21,1670,Ruddy duck,0,0
2000,21,1720,Canada goose,33912.57,12972.46
2000,21,2210,American coot,24434.73,16007.2
2000,22,1320,Mallard,76758.71,13661.64
2000,22,1350,Gadwall,3805.25,2005.3
2000,22,1370,American wigeon,21442.1,10384.15
2000,22,1390,Green-winged teal,18875.62,9274.24
2000,22,1400,Blue-winged teal,23324.7,8240.45
2000,22,1420,Northern shoveler,14853,4074.11
2000,22,1430,Northern pintail,4661.43,2011.34
2000,22,1460,Redhead,1557.15,1560.01
2000,22,1470,Canvasback,1945.18,2010.37
2000,22,1499,Generic scaup,42876.7,22112.71
2000,22,1500,Ring-necked duck,17376.49,6530.74
2000,22,1519,Generic goldeneye,20832.4,12230.26
2000,22,1530,Bufflehead,30982.78,7444.01
2000,22,1670,Ruddy duck,0,0
2000,22,1720,Canada goose,22155.59,8530.59
2000,22,2210,American coot,41859.04,23949.82
2000,23,1320,Mallard,204035.62,35136.83
2000,23,1350,Gadwall,0,0
2000,23,1370,American wigeon,7005.29,4384.87
2000,23,1390,Green-winged teal,33242.93,20300.97
2000,23,1400,Blue-winged teal,12246.99,11810.62
2000,23,1420,Northern shoveler,2140.84,2062.65
2000,23,1430,Northern pintail,3263.41,2081.84
2000,23,1460,Redhead,0,0
2000,23,1470,Canvasback,0,0
2000,23,1499,Generic scaup,69230.93,23731.26
2000,23,1500,Ring-necked duck,95799.82,34331.01
2000,23,1519,Generic goldeneye,43867.42,22784.31
2000,23,1530,Bufflehead,92185.22,40070.48
2000,23,1670,Ruddy duck,0,0
2000,23,1720,Canada goose,32233.46,19477.67
2000,23,2210,American coot,13001.5,6933.44
2000,24,1320,Mallard,325388.34,63318.57
2000,24,1350,Gadwall,1192.51,1187.92
2000,24,1370,American wigeon,69436.46,14957.72
2000,24,1390,Green-winged teal,59153.58,18562.9
2000,24,1400,Blue-winged teal,33937.6,13531.92
2000,24,1420,Northern shoveler,0,0
2000,24,1430,Northern pintail,5217.24,3260.44
2000,24,1460,Redhead,1219.97,1215.29
2000,24,1470,Canvasback,3555.96,3666.6
2000,24,1499,Generic scaup,99029.62,19428.15
2000,24,1500,Ring-necked duck,69925.82,14773.66
2000,24,1519,Generic goldeneye,148933.33,79030.21
2000,24,1530,Bufflehead,63285.6,13760.47
2000,24,1670,Ruddy duck,0,0
2000,24,1720,Canada goose,80281.37,22610.46
2000,24,2210,American coot,4619.02,2061.4
2000,25,1320,Mallard,88045.02,31091.7
2000,25,1350,Gadwall,5852.47,3593.66
2000,25,1370,American wigeon,22631.9,13172.26
2000,25,1390,Green-winged teal,2668.26,1985.65
2000,25,1400,Blue-winged teal,45972.14,16753.85
2000,25,1420,Northern shoveler,18180.26,11057.01
2000,25,1430,Northern pintail,1054.3,1027.79
2000,25,1460,Redhead,37860.44,17567.1
2000,25,1470,Canvasback,31090.12,11025.95
2000,25,1499,Generic scaup,23319.29,8439.41
2000,25,1500,Ring-necked duck,29476.11,7340.71
2000,25,1519,Generic goldeneye,12073.96,6576.36
2000,25,1530,Bufflehead,7758.37,2541.07
2000,25,1670,Ruddy duck,3027.02,2950.66
2000,25,1720,Canada goose,14563.41,5577.34
2000,25,2210,American coot,125344.61,64665.72
2000,26,1320,Mallard,497742.77,61203.02
2000,26,1350,Gadwall,198153.84,43918.38
2000,26,1370,American wigeon,126394.58,51684.64
2000,26,1390,Green-winged teal,170306.56,57284.98
2000,26,1400,Blue-winged teal,401764.48,66836.29
2000,26,1420,Northern shoveler,222661.27,52139.75
2000,26,1430,Northern pintail,59052.77,21516.39
2000,26,1460,Redhead,90092.06,28355.53
2000,26,1470,Canvasback,51920.33,14271.54
2000,26,1499,Generic scaup,193776.25,44301.84
2000,26,1500,Ring-necked duck,6309,3320.36
2000,26,1519,Generic goldeneye,23036.93,13728.65
2000,26,1530,Bufflehead,66538.04,24146.39
2000,26,1670,Ruddy duck,66272.92,23277.32
2000,26,1720,Canada goose,160350.66,45105.86
2000,26,2210,American coot,341981.56,83641.58
2000,26,9991,Pond,345900.56,48990.79
2000,27,1320,Mallard,148008.66,24507.86
2000,27,1350,Gadwall,54240.34,12790.29
2000,27,1370,American wigeon,63658.66,25435.09
2000,27,1390,Green-winged teal,68145.75,31734.88
2000,27,1400,Blue-winged teal,126086.54,41336.57
2000,27,1420,Northern shoveler,82018.32,29865.19
2000,27,1430,Northern pintail,65638.08,19204.75
2000,27,1460,Redhead,4516.62,1395.32
2000,27,1470,Canvasback,13470.23,4886.29
2000,27,1499,Generic scaup,25238.09,5639.62
2000,27,1500,Ring-necked duck,6502.29,3405.9
2000,27,1519,Generic goldeneye,2933.86,3023.38
2000,27,1530,Bufflehead,2031.87,1686.19
2000,27,1670,Ruddy duck,1576.18,1199.09
2000,27,1720,Canada goose,29808.67,8811.43
2000,27,2210,American coot,13108.2,7795.35
2000,27,9991,Pond,89314.43,12232.87
2000,28,1320,Mallard,107192.24,24026.22
2000,28,1350,Gadwall,24549.91,4446.34
2000,28,1370,American wigeon,22555.52,12904.07
2000,28,1390,Green-winged teal,38581.1,12642.07
2000,28,1400,Blue-winged teal,40383.29,16565.58
2000,28,1420,Northern shoveler,52558.45,16962.22
2000,28,1430,Northern pintail,34811.59,7110.89
2000,28,1460,Redhead,4109.64,2548.68
2000,28,1470,Canvasback,5115.74,3244.44
2000,28,1499,Generic scaup,43163.76,15676.17
2000,28,1500,Ring-necked duck,2162.98,1273.05
2000,28,1519,Generic goldeneye,0,0
2000,28,1530,Bufflehead,704.3,374.1
2000,28,1670,Ruddy duck,764.88,752.45
2000,28,1720,Canada goose,45115,19590.34
2000,28,2210,American coot,1987.84,1955.39
2000,28,9991,Pond,63062.86,4519.03
2000,29,1320,Mallard,80213.54,17632.22
2000,29,1350,Gadwall,33912.49,14813.88
2000,29,1370,American wigeon,12583.98,6972.24
2000,29,1390,Green-winged teal,31095.28,28552.79
2000,29,1400,Blue-winged teal,9588.99,2506.6
2000,29,1420,Northern shoveler,23190.96,7208.25
2000,29,1430,Northern pintail,29323.63,6205.94
2000,29,1460,Redhead,8050.62,5486.92
2000,29,1470,Canvasback,2672.4,1355.46
2000,29,1499,Generic scaup,30156.93,10050.36
2000,29,1500,Ring-necked duck,1246.23,869.27
2000,29,1519,Generic goldeneye,557.8,567.52
2000,29,1530,Bufflehead,1655.63,1297.88
2000,29,1670,Ruddy duck,5693.82,3238.71
2000,29,1720,Canada goose,34229.11,6976.15
2000,29,2210,American coot,61682.65,32170.34
2000,29,9991,Pond,54848.99,9870.16
2000,30,1320,Mallard,321138.98,30178.76
2000,30,1350,Gadwall,64997.71,14247.96
2000,30,1370,American wigeon,66361.07,15040
2000,30,1390,Green-winged teal,55983.08,17058.31
2000,30,1400,Blue-winged teal,203682.23,44396.91
2000,30,1420,Northern shoveler,131244.68,23445.11
2000,30,1430,Northern pintail,45626.84,21428.1
2000,30,1460,Redhead,93485.08,28070.69
2000,30,1470,Canvasback,45315.57,8794.14
2000,30,1499,Generic scaup,101398.84,36535.85
2000,30,1500,Ring-necked duck,17098.87,5533.79
2000,30,1519,Generic goldeneye,19970.32,15066.87
2000,30,1530,Bufflehead,69255.5,30525.33
2000,30,1670,Ruddy duck,36886.62,19358.75
2000,30,1720,Canada goose,44145.02,7652.63
2000,30,2210,American coot,244566.06,125792.95
2000,30,9991,Pond,214416.74,24744.58
2000,31,1320,Mallard,452781.87,91374.86
2000,31,1350,Gadwall,67139.5,22205.11
2000,31,1370,American wigeon,64335.26,13149.5
2000,31,1390,Green-winged teal,67541.09,15573.15
2000,31,1400,Blue-winged teal,328130.8,114712.97
2000,31,1420,Northern shoveler,108922.36,36204.66
2000,31,1430,Northern pintail,27523.37,12206.96
2000,31,1460,Redhead,51693.39,17298.81
2000,31,1470,Canvasback,29652.18,9587.79
2000,31,1499,Generic scaup,44406.65,21116.35
2000,31,1500,Ring-necked duck,12463.37,3965.01
2000,31,1519,Generic goldeneye,7495.69,4152.04
2000,31,1530,Bufflehead,33279.85,20971.74
2000,31,1670,Ruddy duck,38796.67,20278.75
2000,31,1720,Canada goose,103579.57,32226.35
2000,31,2210,American coot,136310.88,68842.28
2000,31,9991,Pond,272858.69,43254.27
2000,32,1320,Mallard,829705.44,74689.31
2000,32,1350,Gadwall,268393.3,45905.55
2000,32,1370,American wigeon,76425.07,16962.29
2000,32,1390,Green-winged teal,77613.07,15361.89
2000,32,1400,Blue-winged teal,493517.3,68899.53
2000,32,1420,Northern shoveler,375791.12,76860.87
2000,32,1430,Northern pintail,248617.08,36180.92
2000,32,1460,Redhead,63158,17883.56
2000,32,1470,Canvasback,50793.65,12421.86
2000,32,1499,Generic scaup,73589.65,17365.19
2000,32,1500,Ring-necked duck,7009.02,1992.53
2000,32,1519,Generic goldeneye,485.09,481.65
2000,32,1530,Bufflehead,641.55,637.03
2000,32,1670,Ruddy duck,52210.06,34574.01
2000,32,1720,Canada goose,73879.72,12213.57
2000,32,2210,American coot,183145.1,58638.18
2000,32,9991,Pond,322492.99,29852.97
2000,33,1320,Mallard,90330.96,15475.11
2000,33,1350,Gadwall,20770.94,6955.21
2000,33,1370,American wigeon,3692.22,1738.77
2000,33,1390,Green-winged teal,1418.12,1535.84
2000,33,1400,Blue-winged teal,32641.35,14218.3
2000,33,1420,Northern shoveler,22573.39,8641.26
2000,33,1430,Northern pintail,25847.61,7681.56
2000,33,1460,Redhead,0,0
2000,33,1470,Canvasback,5849.76,2501.39
2000,33,1499,Generic scaup,9865.21,7509.83
2000,33,1500,Ring-necked duck,0,0
2000,33,1519,Generic goldeneye,0,0
2000,33,1530,Bufflehead,1219.11,1180.76
2000,33,1670,Ruddy duck,0,0
2000,33,1720,Canada goose,11383.02,2299.79
2000,33,2210,American coot,16034.58,8759.93
2000,33,9991,Pond,36606.53,6667.19
2000,34,1320,Mallard,334526.82,41687.51
2000,34,1350,Gadwall,142876.34,24599.35
2000,34,1370,American wigeon,29826.92,6433.07
2000,34,1390,Green-winged teal,74033.43,23430.95
2000,34,1400,Blue-winged teal,357278.79,61436.97
2000,34,1420,Northern shoveler,179370.57,46397.4
2000,34,1430,Northern pintail,59275.78,17277.08
2000,34,1460,Redhead,94088.2,19765.47
2000,34,1470,Canvasback,70741.01,21052.62
2000,34,1499,Generic scaup,38948.53,10688.65
2000,34,1500,Ring-necked duck,19245.28,7298.29
2000,34,1519,Generic goldeneye,4940.73,2135.82
2000,34,1530,Bufflehead,4482.14,3028.82
2000,34,1670,Ruddy duck,31377.57,10967.44
2000,34,1720,Canada goose,38171.22,10091.57
2000,34,2210,American coot,210804.24,58545.36
2000,34,9991,Pond,348144.2,40667.21
2000,35,1320,Mallard,238239.27,29764.98
2000,35,1350,Gadwall,85786.58,16049.57
2000,35,1370,American wigeon,12497.77,2405
2000,35,1390,Green-winged teal,18217.2,4441.7
2000,35,1400,Blue-winged teal,207176.16,33232.81
2000,35,1420,Northern shoveler,81872.37,18876.25
2000,35,1430,Northern pintail,56722.65,13318.32
2000,35,1460,Redhead,21381.01,7515.63
2000,35,1470,Canvasback,29836.71,6085.85
2000,35,1499,Generic scaup,4565.69,1636.49
2000,35,1500,Ring-necked duck,8065.55,2642.89
2000,35,1519,Generic goldeneye,7617.22,7259.69
2000,35,1530,Bufflehead,3931.66,3290.77
2000,35,1670,Ruddy duck,8936.33,3657.57
2000,35,1720,Canada goose,23253.87,7633.16
2000,35,2210,American coot,57635.56,21418.94
2000,35,9991,Pond,209191.5,24854.75
2000,36,1320,Mallard,18542.84,5509.82
2000,36,1350,Gadwall,3304.89,3083.81
2000,36,1370,American wigeon,1106.08,701.54
2000,36,1390,Green-winged teal,2651.28,1037.29
2000,36,1400,Blue-winged teal,9491.36,4086.05
2000,36,1420,Northern shoveler,1881.39,898.48
2000,36,1430,Northern pintail,1338.69,815.85
2000,36,1460,Redhead,513.86,193.03
2000,36,1470,Canvasback,5042.73,4713.14
2000,36,1499,Generic scaup,1708.65,401
2000,36,1500,Ring-necked duck,4754.04,3907.55
2000,36,1519,Generic goldeneye,12385.62,3327.84
2000,36,1530,Bufflehead,4213.5,3930.25
2000,36,1670,Ruddy duck,468.2,538.46
2000,36,1720,Canada goose,3504.1,1810.6
2000,36,2210,American coot,2516.43,2067.64
2000,36,9991,Pond,45551.3,7570.09
2000,37,1320,Mallard,108051.55,16892.05
2000,37,1350,Gadwall,18779.48,3766.7
2000,37,1370,American wigeon,4597.12,858.69
2000,37,1390,Green-winged teal,17217.66,4136.94
2000,37,1400,Blue-winged teal,90775.64,23745.16
2000,37,1420,Northern shoveler,50500.78,13238.8
2000,37,1430,Northern pintail,6954.86,3712.79
2000,37,1460,Redhead,48053.98,32892.59
2000,37,1470,Canvasback,17192.68,8816.21
2000,37,1499,Generic scaup,20448.68,10557.91
2000,37,1500,Ring-necked duck,27214.17,6842.17
2000,37,1519,Generic goldeneye,15192.96,12355.27
2000,37,1530,Bufflehead,18241.9,8684.91
2000,37,1670,Ruddy duck,6689.24,3331.99
2000,37,1720,Canada goose,24506.43,7113.81
2000,37,2210,American coot,97754.71,38889.28
2000,37,9991,Pond,184021.92,19952.5
2000,38,1320,Mallard,25678.19,3391.19
2000,38,1350,Gadwall,3221.04,1136.47
2000,38,1370,American wigeon,1232.02,714.5
2000,38,1390,Green-winged teal,2953.16,1379.45
2000,38,1400,Blue-winged teal,12494.28,1743.42
