YEAR,STRATUM,AOU,SPECIES,POP,SEPOP
2001,47,9991,Pond,26879.5,7882.64
2001,48,1320,Mallard,654338.11,66636.04
2001,48,1350,Gadwall,322040.33,47133.59
2001,48,1370,American wigeon,11656.05,4622.96
2001,48,1390,Green-winged teal,29535.62,8557.46
2001,48,1400,Blue-winged teal,1192804.96,136759.8
2001,48,1420,Northern shoveler,359015.15,44180.08
2001,48,1430,Northern pintail,300439.9,61913.62
2001,48,1460,Redhead,42803.96,15716.61
2001,48,1470,Canvasback,3545.35,1355.48
2001,48,1499,Generic scaup,31728.93,13174
2001,48,1500,Ring-necked duck,5869.25,2180.88
2001,48,1519,Generic goldeneye,0,0
2001,48,1530,Bufflehead,0,0
2001,48,1670,Ruddy duck,42728.54,10951.97
2001,48,1720,Canada goose,110646.53,31191.62
2001,48,2210,American coot,95746.2,22467.41
2001,48,9991,Pond,562902.49,53831.56
2001,49,1320,Mallard,250332.49,58205.14
2001,49,1350,Gadwall,54776.4,11296.41
2001,49,1370,American wigeon,3456.06,2220.93
2001,49,1390,Green-winged teal,14011.86,11344.5
2001,49,1400,Blue-winged teal,379121.1,61789.96
2001,49,1420,Northern shoveler,70400.08,17373.43
2001,49,1430,Northern pintail,40289.42,9805.34
2001,49,1460,Redhead,8163.39,3110.03
2001,49,1470,Canvasback,1051.2,690.58
2001,49,1499,Generic scaup,8470.43,5725.83
2001,49,1500,Ring-necked duck,928.13,802.54
2001,49,1519,Generic goldeneye,0,0
2001,49,1530,Bufflehead,0,0
2001,49,1670,Ruddy duck,16106.53,8375.42
2001,49,1720,Canada goose,35279.3,18266.9
2001,49,2210,American coot,45245.1,23556.42
2001,49,9991,Pond,320860.85,35156.81
2001,50,1320,Mallard,102149.05,35547.7
2001,50,1350,Gadwall,0,0
2001,50,1370,American wigeon,10978.67,10941.15
2001,50,1390,Green-winged teal,13956.89,3012.28
2001,50,1400,Blue-winged teal,0,0
2001,50,1420,Northern shoveler,0,0
2001,50,1430,Northern pintail,0,0
2001,50,1460,Redhead,0,0
2001,50,1470,Canvasback,0,0
2001,50,1499,Generic scaup,14128.72,3255.71
2001,50,1500,Ring-necked duck,163227.5,34344.3
2001,50,1519,Generic goldeneye,73196.61,29573.23
2001,50,1530,Bufflehead,12474.7,8220.83
2001,50,1670,Ruddy duck,0,0
2001,50,1720,Canada goose,31541,15783.79
2001,50,2210,American coot,0,0
2001,75,1320,Mallard,224581.16,32344.91
2001,75,1350,Gadwall,55221.22,17904.64
2001,75,1370,American wigeon,39655.22,14846.04
2001,75,1390,Green-winged teal,36619.88,12942.99
2001,75,1400,Blue-winged teal,55492.68,26164.6
2001,75,1420,Northern shoveler,23596.83,6692.32
2001,75,1430,Northern pintail,3323.48,1366.39
2001,75,1460,Redhead,5574.08,2382.66
2001,75,1470,Canvasback,21706.78,9241.32
2001,75,1499,Generic scaup,147011.2,49551.14
2001,75,1500,Ring-necked duck,23815.31,11756.97
2001,75,1519,Generic goldeneye,43933.35,23115.14
2001,75,1530,Bufflehead,92276.24,31329.82
2001,75,1670,Ruddy duck,18395.87,15528.71
2001,75,1720,Canada goose,43796.99,14653.78
2001,75,2210,American coot,27907.8,13364.59
2001,75,9991,Pond,139584.01,14446.89
2001,76,1320,Mallard,278768.1,48457.04
2001,76,1350,Gadwall,31364.56,10250.77
2001,76,1370,American wigeon,21837.14,5769.06
2001,76,1390,Green-winged teal,34029.55,14685.13
2001,76,1400,Blue-winged teal,20626.94,7292.29
2001,76,1420,Northern shoveler,77436.09,36201.25
2001,76,1430,Northern pintail,2594.25,1434.84
2001,76,1460,Redhead,14503.43,5501.18
2001,76,1470,Canvasback,3150.04,1613.6
2001,76,1499,Generic scaup,61728.5,26999.26
2001,76,1500,Ring-necked duck,8138.39,3947.36
2001,76,1519,Generic goldeneye,14740.6,9854.35
2001,76,1530,Bufflehead,71634.57,15830.66
2001,76,1670,Ruddy duck,12623.72,8400.54
2001,76,1720,Canada goose,32946.79,11282.38
2001,76,2210,American coot,20958.68,17402.34
2001,76,9991,Pond,266435.03,14269.05
2001,77,1320,Mallard,108809,28329.15
2001,77,1350,Gadwall,13229.85,6833.96
2001,77,1370,American wigeon,92900,27745.31
2001,77,1390,Green-winged teal,371045.13,94253.21
2001,77,1400,Blue-winged teal,22434.17,9739.51
2001,77,1420,Northern shoveler,36072.01,12051.69
2001,77,1430,Northern pintail,31834.33,13284.85
2001,77,1460,Redhead,0,0
2001,77,1470,Canvasback,0,0
2001,77,1499,Generic scaup,79104.39,30229.85
2001,77,1500,Ring-necked duck,95127.64,29937.39
2001,77,1519,Generic goldeneye,5891.41,5472.72
2001,77,1530,Bufflehead,138255.22,32067.34
2001,77,1670,Ruddy duck,4846.95,3209.25
2001,77,1720,Canada goose,25616.51,13137.45
2001,77,2210,American coot,17935.37,9280.26
2002,1,1320,Mallard,10210.2,3485.03
2002,1,1350,Gadwall,0,0
2002,1,1370,American wigeon,8030,2017.29
2002,1,1390,Green-winged teal,8791.2,2892.06
2002,1,1400,Blue-winged teal,0,0
2002,1,1420,Northern shoveler,2211,2167.1
2002,1,1430,Northern pintail,3865.4,2795.08
2002,1,1460,Redhead,0,0
2002,1,1470,Canvasback,0,0
2002,1,1499,Generic scaup,3603.6,1893.6
2002,1,1500,Ring-necked duck,884.4,706.24
2002,1,1519,Generic goldeneye,5162.3,1946.57
2002,1,1530,Bufflehead,818.4,417.12
2002,1,1670,Ruddy duck,0,0
2002,1,1720,Canada goose,2861.1,2483.46
2002,1,2210,American coot,0,0
2002,2,1320,Mallard,15529.5,3767.61
2002,2,1350,Gadwall,0,0
2002,2,1370,American wigeon,24090,3757.01
2002,2,1390,Green-winged teal,34632,5434.04
2002,2,1400,Blue-winged teal,0,0
2002,2,1420,Northern shoveler,3517.5,1613.05
2002,2,1430,Northern pintail,3012,1125.34
2002,2,1460,Redhead,0,0
2002,2,1470,Canvasback,1822.5,1349.8
2002,2,1499,Generic scaup,24979.5,5347.84
2002,2,1500,Ring-necked duck,5427,1934.92
2002,2,1519,Generic goldeneye,1083,800.55
2002,2,1530,Bufflehead,8091,3238.96
2002,2,1670,Ruddy duck,0,0
2002,2,1720,Canada goose,1734,1015.12
2002,2,2210,American coot,0,0
2002,3,1320,Mallard,97339.29,23134.8
2002,3,1350,Gadwall,0,0
2002,3,1370,American wigeon,103120.79,23349.56
2002,3,1390,Green-winged teal,68194.36,14507.95
2002,3,1400,Blue-winged teal,0,0
2002,3,1420,Northern shoveler,59949.77,18563.65
2002,3,1430,Northern pintail,36782.9,10583.09
2002,3,1460,Redhead,0,0
2002,3,1470,Canvasback,13353.95,6368.9
2002,3,1499,Generic scaup,54496.59,24109.83
2002,3,1500,Ring-necked duck,13028.45,4304.18
2002,3,1519,Generic goldeneye,14751.77,5834.04
2002,3,1530,Bufflehead,13235.59,5035.45
2002,3,1670,Ruddy duck,0,0
2002,3,1720,Canada goose,3257.81,1601.48
2002,3,2210,American coot,0,0
2002,4,1320,Mallard,183622.95,30944.47
2002,4,1350,Gadwall,0,0
2002,4,1370,American wigeon,325215,41818.25
2002,4,1390,Green-winged teal,131868,22289.68
2002,4,1400,Blue-winged teal,0,0
2002,4,1420,Northern shoveler,197633.25,36379.11
2002,4,1430,Northern pintail,112837.05,19142.13
2002,4,1460,Redhead,3358.8,1604.71
2002,4,1470,Canvasback,60033.15,18723.2
2002,4,1499,Generic scaup,161916.3,33535.45
2002,4,1500,Ring-necked duck,26049.6,16801
2002,4,1519,Generic goldeneye,25342.2,16163.25
2002,4,1530,Bufflehead,13559.4,4302.94
2002,4,1670,Ruddy duck,0,0
2002,4,1720,Canada goose,5462.1,2659.14
2002,4,2210,American coot,0,0
2002,5,1320,Mallard,25379.45,7875.15
2002,5,1350,Gadwall,0,0
2002,5,1370,American wigeon,32153.18,4419.39
2002,5,1390,Green-winged teal,24702.54,7699.48
2002,5,1400,Blue-winged teal,0,0
2002,5,1420,Northern shoveler,30028.18,7176.27
2002,5,1430,Northern pintail,32196.45,7188.59
2002,5,1460,Redhead,0,0
2002,5,1470,Canvasback,1126.63,737.36
2002,5,1499,Generic scaup,10829,2435.53
2002,5,1500,Ring-necked duck,931.9,696.07
2002,5,1519,Generic goldeneye,2789.54,2032.79
2002,5,1530,Bufflehead,1149.81,814.21
2002,5,1670,Ruddy duck,0,0
2002,5,1720,Canada goose,4466.36,2553.92
2002,5,2210,American coot,0,0
2002,6,1320,Mallard,31835.47,4314.14
2002,6,1350,Gadwall,0,0
2002,6,1370,American wigeon,36477.18,5540.09
2002,6,1390,Green-winged teal,22755,3457.36
2002,6,1400,Blue-winged teal,0,0
2002,6,1420,Northern shoveler,12189.81,4234.36
2002,6,1430,Northern pintail,37562.15,5034.2
2002,6,1460,Redhead,0,0
2002,6,1470,Canvasback,498.15,345.28
2002,6,1499,Generic scaup,10353.52,2568.69
2002,6,1500,Ring-necked duck,1236.15,491.39
2002,6,1519,Generic goldeneye,7030.47,4612.75
2002,6,1530,Bufflehead,571.95,445.75
2002,6,1670,Ruddy duck,0,0
2002,6,1720,Canada goose,592.45,398.93
2002,6,2210,American coot,0,0
2002,7,1320,Mallard,17493,2872.67
2002,7,1350,Gadwall,0,0
2002,7,1370,American wigeon,6059,1917.32
2002,7,1390,Green-winged teal,3196.8,1216.76
2002,7,1400,Blue-winged teal,0,0
2002,7,1420,Northern shoveler,3350,1567.86
2002,7,1430,Northern pintail,4417.6,1791.77
2002,7,1460,Redhead,0,0
2002,7,1470,Canvasback,97.2,91.73
2002,7,1499,Generic scaup,3312.4,1660.05
2002,7,1500,Ring-necked duck,1527.6,552.5
2002,7,1519,Generic goldeneye,0,0
2002,7,1530,Bufflehead,0,0
2002,7,1670,Ruddy duck,0,0
2002,7,1720,Canada goose,14796.8,6718.71
2002,7,2210,American coot,0,0
2002,8,1320,Mallard,90617.28,18758.48
2002,8,1350,Gadwall,654.26,659.05
2002,8,1370,American wigeon,66941.21,15396.74
2002,8,1390,Green-winged teal,88161.65,20944.04
2002,8,1400,Blue-winged teal,0,0
2002,8,1420,Northern shoveler,26917.23,5558.77
2002,8,1430,Northern pintail,113559.45,23548.84
2002,8,1460,Redhead,0,0
2002,8,1470,Canvasback,0,0
2002,8,1499,Generic scaup,111734.41,28061.15
2002,8,1500,Ring-necked duck,0,0
2002,8,1519,Generic goldeneye,3107.73,1853.54
2002,8,1530,Bufflehead,0,0
2002,8,1670,Ruddy duck,0,0
2002,8,1720,Canada goose,7774.72,4472.41
2002,8,2210,American coot,0,0
2002,9,1320,Mallard,134563.26,21955.52
2002,9,1350,Gadwall,0,0
2002,9,1370,American wigeon,212538.09,39220.46
2002,9,1390,Green-winged teal,191585.47,38504.23
2002,9,1400,Blue-winged teal,0,0
2002,9,1420,Northern shoveler,128731.72,24614.5
2002,9,1430,Northern pintail,332945.03,39098.86
2002,9,1460,Redhead,0,0
2002,9,1470,Canvasback,9198.48,5549.84
2002,9,1499,Generic scaup,244842.76,34671.82
2002,9,1500,Ring-necked duck,822.55,856.61
2002,9,1519,Generic goldeneye,14403.9,11466.44
2002,9,1530,Bufflehead,380.58,363.61
2002,9,1670,Ruddy duck,0,0
2002,9,1720,Canada goose,114423.99,64130.09
2002,9,2210,American coot,0,0
2002,10,1320,Mallard,8822,3315.36
2002,10,1350,Gadwall,0,0
2002,10,1370,American wigeon,44352,23656.8
2002,10,1390,Green-winged teal,16093,10141.08
2002,10,1400,Blue-winged teal,0,0
2002,10,1420,Northern shoveler,36478.75,26773.43
2002,10,1430,Northern pintail,140071.25,87896.73
2002,10,1460,Redhead,0,0
2002,10,1470,Canvasback,2004.75,767.6
2002,10,1499,Generic scaup,37683.25,15011.83
2002,10,1500,Ring-necked duck,0,0
2002,10,1519,Generic goldeneye,0,0
2002,10,1530,Bufflehead,0,0
2002,10,1670,Ruddy duck,0,0
2002,10,1720,Canada goose,19471.37,9952.61
2002,10,2210,American coot,0,0
2002,11,1320,Mallard,39331.41,9502.27
2002,11,1350,Gadwall,0,0
2002,11,1370,American wigeon,94160,21683.08
2002,11,1390,Green-winged teal,29817.33,10061.28
2002,11,1400,Blue-winged teal,0,0
2002,11,1420,Northern shoveler,55760.37,13066.4
2002,11,1430,Northern pintail,97225.1,23053.03
2002,11,1460,Redhead,0,0
2002,11,1470,Canvasback,18417.37,8304.36
2002,11,1499,Generic scaup,47970.55,8584.36
2002,11,1500,Ring-necked duck,1344.18,900.91
2002,11,1519,Generic goldeneye,0,0
2002,11,1530,Bufflehead,0,0
2002,11,1670,Ruddy duck,0,0
2002,11,1720,Canada goose,27057.62,7947.94
2002,11,2210,American coot,0,0
2002,12,1320,Mallard,12594.86,5091.95
2002,12,1350,Gadwall,332.71,314.04
2002,12,1370,American wigeon,83257.12,40602.47
2002,12,1390,Green-winged teal,11154.57,2348.73
2002,12,1400,Blue-winged teal,0,0
2002,12,1420,Northern shoveler,24063.55,15436.74
2002,12,1430,Northern pintail,27511.05,11182.79
2002,12,1460,Redhead,1191.3,633.38
2002,12,1470,Canvasback,28771.3,15953.92
2002,12,1499,Generic scaup,80326.2,21306.7
2002,12,1500,Ring-necked duck,879.93,691.46
2002,12,1519,Generic goldeneye,6914.15,5985.33
2002,12,1530,Bufflehead,483.74,198.73
2002,12,1670,Ruddy duck,0,0
2002,12,1720,Canada goose,948.88,681.81
2002,12,2210,American coot,0,0
2002,13,1320,Mallard,22912.1,7865.82
2002,13,1350,Gadwall,9168.13,9168.13
2002,13,1370,American wigeon,99600.63,23671.55
2002,13,1390,Green-winged teal,6448.4,4193.72
2002,13,1400,Blue-winged teal,5653.31,3400.4
2002,13,1420,Northern shoveler,23442.62,6253.89
2002,13,1430,Northern pintail,43392.35,14104.74
2002,13,1460,Redhead,2131.64,1617.62
2002,13,1470,Canvasback,33729.35,14122.13
2002,13,1499,Generic scaup,94490.17,27556.76
2002,13,1500,Ring-necked duck,2755.37,1683.53
2002,13,1519,Generic goldeneye,3958.96,1895.92
2002,13,1530,Bufflehead,1211.81,1211.81
2002,13,1670,Ruddy duck,0,0
2002,13,1720,Canada goose,759.44,759.44
2002,13,2210,American coot,0,0
2002,14,1320,Mallard,61930.52,18087.39
2002,14,1350,Gadwall,3964.1,2869.23
2002,14,1370,American wigeon,144409.65,67309.32
2002,14,1390,Green-winged teal,27261.94,13993.18
2002,14,1400,Blue-winged teal,0,0
2002,14,1420,Northern shoveler,15169.67,9427.29
2002,14,1430,Northern pintail,10405.78,4221.91
2002,14,1460,Redhead,0,0
2002,14,1470,Canvasback,5628.86,5660.64
2002,14,1499,Generic scaup,537502.01,93801.5
2002,14,1500,Ring-necked duck,2621,1862.34
2002,14,1519,Generic goldeneye,0,0
2002,14,1530,Bufflehead,3842.4,2031.32
2002,14,1670,Ruddy duck,0,0
2002,14,1720,Canada goose,26488.25,7830.24
2002,14,2210,American coot,0,0
2002,15,1320,Mallard,66572.46,43012.52
2002,15,1350,Gadwall,0,0
2002,15,1370,American wigeon,34818.78,31989.62
2002,15,1390,Green-winged teal,58610.67,17297.66
2002,15,1400,Blue-winged teal,0,0
2002,15,1420,Northern shoveler,6522.68,8133.07
2002,15,1430,Northern pintail,42257.25,23179.14
2002,15,1460,Redhead,0,0
2002,15,1470,Canvasback,0,0
2002,15,1499,Generic scaup,226836.03,31591.03
2002,15,1500,Ring-necked duck,7513.23,5680.35
2002,15,1519,Generic goldeneye,0,0
2002,15,1530,Bufflehead,24782.44,11101.95
2002,15,1670,Ruddy duck,0,0
2002,15,1720,Canada goose,64712.84,29830.33
2002,15,2210,American coot,0,0
2002,16,1320,Mallard,30177.05,10831.22
2002,16,1350,Gadwall,0,0
2002,16,1370,American wigeon,15198.66,16181.69
2002,16,1390,Green-winged teal,28782,13696.09
2002,16,1400,Blue-winged teal,0,0
2002,16,1420,Northern shoveler,0,0
2002,16,1430,Northern pintail,22785.75,16197.08
2002,16,1460,Redhead,0,0
2002,16,1470,Canvasback,0,0
2002,16,1499,Generic scaup,190558.43,29213.94
2002,16,1500,Ring-necked duck,2459.68,1760.45
2002,16,1519,Generic goldeneye,0,0
2002,16,1530,Bufflehead,35157.61,14653.52
2002,16,1670,Ruddy duck,0,0
2002,16,1720,Canada goose,0,0
2002,16,2210,American coot,0,0
2002,17,1320,Mallard,140111.42,32553.99
2002,17,1350,Gadwall,0,0
2002,17,1370,American wigeon,75057.69,29331.01
2002,17,1390,Green-winged teal,147605.1,46623.57
2002,17,1400,Blue-winged teal,19171.18,8260.74
2002,17,1420,Northern shoveler,65706.86,16450.94
2002,17,1430,Northern pintail,16075.15,4143.74
2002,17,1460,Redhead,2168.61,1272.41
2002,17,1470,Canvasback,25284.2,8815.99
2002,17,1499,Generic scaup,205990.28,54832.84
2002,17,1500,Ring-necked duck,15884.56,3805.25
2002,17,1519,Generic goldeneye,3356.35,3292.14
2002,17,1530,Bufflehead,71915.18,15906.4
2002,17,1670,Ruddy duck,2761.32,1689.16
2002,17,1720,Canada goose,46356.7,16332.28
2002,17,2210,American coot,13137.18,10561.53
2002,18,1320,Mallard,23813.64,9656.47
2002,18,1350,Gadwall,2642.09,3322.86
2002,18,1370,American wigeon,5397.18,6761.33
2002,18,1390,Green-winged teal,0,0
2002,18,1400,Blue-winged teal,0,0
2002,18,1420,Northern shoveler,3033.19,2328.03
2002,18,1430,Northern pintail,0,0
2002,18,1460,Redhead,0,0
2002,18,1470,Canvasback,0,0
2002,18,1499,Generic scaup,110459.67,29698.08
2002,18,1500,Ring-necked duck,6987.65,5376.43
2002,18,1519,Generic goldeneye,3137.49,2459.81
2002,18,1530,Bufflehead,21128.09,7715.28
2002,18,1670,Ruddy duck,5162.52,6491.63
2002,18,1720,Canada goose,0,0
2002,18,2210,American coot,0,0
2002,20,1320,Mallard,65868.73,19339.46
2002,20,1350,Gadwall,13173.33,7028.65
2002,20,1370,American wigeon,24987.85,8003.3
2002,20,1390,Green-winged teal,10515.55,6921.57
2002,20,1400,Blue-winged teal,4254.92,2291.94
2002,20,1420,Northern shoveler,26105.75,6864.18
2002,20,1430,Northern pintail,24288.33,10921.63
2002,20,1460,Redhead,3529.6,1477.76
2002,20,1470,Canvasback,22713.88,8021.12
2002,20,1499,Generic scaup,8033.17,2828.85
2002,20,1500,Ring-necked duck,829.52,562.88
2002,20,1519,Generic goldeneye,8566.58,4279.02
2002,20,1530,Bufflehead,3420.23,3033.77
2002,20,1670,Ruddy duck,5209.28,2021.43
2002,20,1720,Canada goose,10860.15,3784.68
2002,20,2210,American coot,122702.97,34609.42
2002,21,1320,Mallard,129924.4,26762.98
2002,21,1350,Gadwall,722.55,711.88
2002,21,1370,American wigeon,25786.17,8968.37
2002,21,1390,Green-winged teal,43659.9,7798.94
2002,21,1400,Blue-winged teal,21370.03,9139.27
2002,21,1420,Northern shoveler,0,0
2002,21,1430,Northern pintail,1896.7,1423.53
2002,21,1460,Redhead,0,0
2002,21,1470,Canvasback,4616.98,4550.79
2002,21,1499,Generic scaup,89886.78,29003.69
2002,21,1500,Ring-necked duck,94260.14,21846.49
2002,21,1519,Generic goldeneye,46657.08,25627.29
2002,21,1530,Bufflehead,28102.39,7584.07
2002,21,1670,Ruddy duck,1411.83,917.94
2002,21,1720,Canada goose,45099.07,13331.52
2002,21,2210,American coot,20710.46,9812.72
2002,22,1320,Mallard,133481.6,33057.42
2002,22,1350,Gadwall,3702.4,2696.21
2002,22,1370,American wigeon,20862.59,8497.35
2002,22,1390,Green-winged teal,35565.05,5990.36
2002,22,1400,Blue-winged teal,58400.64,19211.82
2002,22,1420,Northern shoveler,6800.74,3123.53
2002,22,1430,Northern pintail,0,0
2002,22,1460,Redhead,4923.96,3875.65
2002,22,1470,Canvasback,3785.22,1939.14
2002,22,1499,Generic scaup,60285.94,27805.89
2002,22,1500,Ring-necked duck,86977.39,15027.35
2002,22,1519,Generic goldeneye,59530.84,13533.23
2002,22,1530,Bufflehead,40642.47,9330.86
2002,22,1670,Ruddy duck,0,0
2002,22,1720,Canada goose,41494.99,15298.73
2002,22,2210,American coot,43022.24,21927.89
2002,23,1320,Mallard,204796.49,48379.24
2002,23,1350,Gadwall,3550.3,2579.62
2002,23,1370,American wigeon,50013.74,15623.94
2002,23,1390,Green-winged teal,79759.22,22472.55
2002,23,1400,Blue-winged teal,62223.75,26068.95
2002,23,1420,Northern shoveler,4075.84,3916.42
2002,23,1430,Northern pintail,0,0
2002,23,1460,Redhead,1816.02,1744.42
2002,23,1470,Canvasback,0,0
2002,23,1499,Generic scaup,65902.52,14216.91
2002,23,1500,Ring-necked duck,188212.84,58952.11
2002,23,1519,Generic goldeneye,125253.33,39909.11
2002,23,1530,Bufflehead,121305.95,40728.82
2002,23,1670,Ruddy duck,1734.27,1665.73
2002,23,1720,Canada goose,23453.61,16582.31
2002,23,2210,American coot,27503.17,20340.13
2002,24,1320,Mallard,306317.17,63539.33
2002,24,1350,Gadwall,6114.34,3644.63
2002,24,1370,American wigeon,78477.45,20050.76
2002,24,1390,Green-winged teal,98679.25,24538.92
2002,24,1400,Blue-winged teal,59162.3,34119.42
2002,24,1420,Northern shoveler,8189.33,5162.58
2002,24,1430,Northern pintail,7133.39,6251.52
2002,24,1460,Redhead,0,0
2002,24,1470,Canvasback,6077.46,5594.16
2002,24,1499,Generic scaup,138387.28,26153.15
2002,24,1500,Ring-necked duck,158362.81,29869.17
2002,24,1519,Generic goldeneye,137271.01,62375.05
2002,24,1530,Bufflehead,45931.31,13301.41
2002,24,1670,Ruddy duck,3982.36,4030.14
2002,24,1720,Canada goose,103533.18,20775.75
2002,24,2210,American coot,10262.64,9820.84
2002,25,1320,Mallard,98517,16381.99
2002,25,1350,Gadwall,13081.99,3408.7
2002,25,1370,American wigeon,21985.27,7590
2002,25,1390,Green-winged teal,18134.96,3839.37
2002,25,1400,Blue-winged teal,105589.12,26228.23
2002,25,1420,Northern shoveler,19365.93,5782.35
2002,25,1430,Northern pintail,2409.84,1462.7
2002,25,1460,Redhead,21659.69,6084.93
2002,25,1470,Canvasback,23170.94,8126.78
2002,25,1499,Generic scaup,18946.92,7358.46
2002,25,1500,Ring-necked duck,63339.88,17545.51
2002,25,1519,Generic goldeneye,19579.96,4790.6
2002,25,1530,Bufflehead,5255.67,2330.33
2002,25,1670,Ruddy duck,12780.76,10692.79
2002,25,1720,Canada goose,20232.81,10980.83
2002,25,2210,American coot,193084.04,98227.91
2002,26,1320,Mallard,544717.63,96256.47
2002,26,1350,Gadwall,249102.8,53584.99
2002,26,1370,American wigeon,45938.06,20530.15
2002,26,1390,Green-winged teal,110863.97,24336.94
2002,26,1400,Blue-winged teal,171144.32,30302.23
2002,26,1420,Northern shoveler,171256.54,36477.73
2002,26,1430,Northern pintail,24811.78,9984.42
2002,26,1460,Redhead,106844.29,50155.23
2002,26,1470,Canvasback,9254,4341.79
2002,26,1499,Generic scaup,116767.85,78814.68
2002,26,1500,Ring-necked duck,3962.65,2009.67
2002,26,1519,Generic goldeneye,6573.33,4992.71
2002,26,1530,Bufflehead,41930.29,12981.57
2002,26,1670,Ruddy duck,71503.74,47633.11
2002,26,1720,Canada goose,122535.04,20145.85
2002,26,2210,American coot,300342.71,114047.97
2002,26,9991,Pond,249378.57,25006.54
2002,27,1320,Mallard,83175.3,9771.23
2002,27,1350,Gadwall,49609.23,11361.1
2002,27,1370,American wigeon,13355.65,4609.72
2002,27,1390,Green-winged teal,31215.22,9821.51
2002,27,1400,Blue-winged teal,45466.24,13739.83
2002,27,1420,Northern shoveler,41005.54,8408.03
2002,27,1430,Northern pintail,10339.91,2881.3
2002,27,1460,Redhead,1099.21,588.16
2002,27,1470,Canvasback,1704.96,1074.99
2002,27,1499,Generic scaup,21487.94,11050.66
2002,27,1500,Ring-necked duck,971.04,501.46
2002,27,1519,Generic goldeneye,0,0
2002,27,1530,Bufflehead,4204.21,2924.29
2002,27,1670,Ruddy duck,1937.33,1293.82
2002,27,1720,Canada goose,18856.89,3548.3
2002,27,2210,American coot,22427.58,11566.18
2002,27,9991,Pond,80101.9,11559.67
2002,28,1320,Mallard,70689.22,12047.11
2002,28,1350,Gadwall,19961,3576.33
2002,28,1370,American wigeon,7364.98,3171.54
2002,28,1390,Green-winged teal,4939.56,5105.63
2002,28,1400,Blue-winged teal,16343.47,4945.61
2002,28,1420,Northern shoveler,33418.19,7880.69
2002,28,1430,Northern pintail,15845.42,4716.13
2002,28,1460,Redhead,4334.04,4263.25
2002,28,1470,Canvasback,2363.93,1058.18
2002,28,1499,Generic scaup,5176.81,1470.19
2002,28,1500,Ring-necked duck,1570.74,1240.76
2002,28,1519,Generic goldeneye,0,0
2002,28,1530,Bufflehead,425.04,417.99
2002,28,1670,Ruddy duck,10408.71,3558.34
2002,28,1720,Canada goose,36766.62,20056.18
2002,28,2210,American coot,20154.77,9982.12
2002,28,9991,Pond,59886.76,6391.69
2002,29,1320,Mallard,94714.25,20377.15
2002,29,1350,Gadwall,14693.17,3696.94
2002,29,1370,American wigeon,10820.77,2281.9
2002,29,1390,Green-winged teal,0,0
2002,29,1400,Blue-winged teal,11205.67,5941.19
2002,29,1420,Northern shoveler,28268.93,7954.07
2002,29,1430,Northern pintail,21987.04,9638.91
2002,29,1460,Redhead,261.23,256.85
2002,29,1470,Canvasback,1157.71,675.42
2002,29,1499,Generic scaup,3042.35,1286.63
2002,29,1500,Ring-necked duck,1025.67,695.69
2002,29,1519,Generic goldeneye,0,0
2002,29,1530,Bufflehead,666.11,389.68
2002,29,1670,Ruddy duck,2631,2676.21
2002,29,1720,Canada goose,18779.67,6766.68
2002,29,2210,American coot,33165.2,21719.66
2002,29,9991,Pond,87492.61,25950.54
2002,30,1320,Mallard,147895.82,52694.61
2002,30,1350,Gadwall,42950.71,30111.59
2002,30,1370,American wigeon,28984.21,18534.95
2002,30,1390,Green-winged teal,31174.27,15826.43
2002,30,1400,Blue-winged teal,91493.48,41770.69
2002,30,1420,Northern shoveler,27368.31,16165.4
2002,30,1430,Northern pintail,4479.75,3045.88
2002,30,1460,Redhead,12138.43,10140.62
2002,30,1470,Canvasback,23312.06,7882.4
2002,30,1499,Generic scaup,35960.95,14660.05
2002,30,1500,Ring-necked duck,12508.11,7876.19
2002,30,1519,Generic goldeneye,8884.47,5748.83
2002,30,1530,Bufflehead,19966.69,10851.57
2002,30,1670,Ruddy duck,2816.1,2766.65
2002,30,1720,Canada goose,45738.28,15555.67
2002,30,2210,American coot,97678.94,62668.93
2002,30,9991,Pond,72857.66,21201.25
2002,31,1320,Mallard,228878.58,27900.6
2002,31,1350,Gadwall,22257.44,10536.49
2002,31,1370,American wigeon,9791.08,3625.8
2002,31,1390,Green-winged teal,30973.24,12316.79
2002,31,1400,Blue-winged teal,66229.67,25649.86
2002,31,1420,Northern shoveler,32300.85,16371.05
2002,31,1430,Northern pintail,1351.15,1328.68
2002,31,1460,Redhead,5695.07,3763.86
2002,31,1470,Canvasback,1584.5,1613.75
2002,31,1499,Generic scaup,18847.7,13596.32
2002,31,1500,Ring-necked duck,2515.08,1226.31
2002,31,1519,Generic goldeneye,10718.71,8082.74
2002,31,1530,Bufflehead,32118.55,13443.15
2002,31,1670,Ruddy duck,3397.5,3329.79
2002,31,1720,Canada goose,91324.88,27710.42
2002,31,2210,American coot,41736.87,30408.14
2002,31,9991,Pond,127377.19,17265.64
2002,32,1320,Mallard,300955.64,51378.62
2002,32,1350,Gadwall,148725.21,54827.67
2002,32,1370,American wigeon,72553.02,20363.37
2002,32,1390,Green-winged teal,31069.74,6631.86
2002,32,1400,Blue-winged teal,190021.3,45709.26
2002,32,1420,Northern shoveler,90561.58,38828.49
2002,32,1430,Northern pintail,60597.89,30998.28
2002,32,1460,Redhead,23219.85,11774.6
2002,32,1470,Canvasback,17945.3,5651.32
2002,32,1499,Generic scaup,50747,21208.05
